english,hinglish,hinglish_dev,pred_hinglish_dev,pred_hinglish
when did this happen? how did it happen? what happened?,Ye kab hua? Kaise hua? Kyu hua?,ये कब हुआ? कैसे हुआ? क्यू हुआ?,ये कब हुआ? कैसे हुआ? क्या हुआ?,yeye cub hua? kaise hua? kya hua?
"@TweetErrant wadiya, when’s Germany leaving?",@TweetErrant wadiya.. Germany kab jaa raha hai,@ट्वीटरेंट वाडिया.. जर्मनी कब जा रहा है,"@TweetErrant वाडिया, जर्मनी कब जा रहा है?","@tweeterrant vadia, germany cub jaa rahaa hai?"
will burn us using the flames of minority https://twitter.com/AdvancedMaushi/status/240801666272743424 …,Ye minority ke mashaal se hamein zinda jalayenge.https://twitter.com/AdvancedMaushi/status/240801666272743424 …,ये माइनॉरिटी के मशाल से हमें जिंदा जलाएंगे.एचटीटीपीएस://ट्विटर.कॉम/एडवांस्डमौशी/स्टेटस/२४०८०१६६६२७२७४३४२४ …,अल्पसंख्यक https://twitter.com/AdvancedMaushi/status/240801666272743424 की लपटों का उपयोग करके हमें जला देगा...,alpsankhyak https://twitter.com/advancedmaushi/status/240801666272743424 key lapaton kaa upayog karke hamein jalaa dega...
This was a bit too much uncle https://twitter.com/mohanstatsman/status/734434380828028928,Yeh thoda zyada ho gaya chacha jihttps://twitter.com/mohanstatsman/status/734434380828028928 …,येह थोड़ा ज्यादा हो गया चाचा जिहत्तप्स://ट्विटर.कॉम/मोहनस्टैट्समैन/स्टेटस/७३४४३४३८०८२८०२८९२८ …,ये थोड़ा बहुत था अंकल https://twitter.com/mohanstatsman/status/734434380828028928,yeye thoda bahut tha uncle https://twitter.com/mohanstatsman/status/734434380828028928
"ma'am, your brother is giving is devotees another chance in mali https://twitter.com/RanaAyyub/status/667294400632848384",Maam Mali me aapke bhai hum bhakt logo ko phir mauka de rahe haihttps://twitter.com/RanaAyyub/status/667294400632848384Â â€¦,माम माली मे आपके भाई हम भक्त लोगो को फिर मौका दे रहे हैहट्टप्स://ट्विटर.कॉम/रनाय्यूब/स्टेटस/६६७२९४४००६३२८४८३८४â â€¦,"मैम, तेरा भाई दे रहा है भक्त एक और मौका माली में https://twitter.com/RanaAyyub/status/667294400632848384","maim, terra bhaai dei rahaa hai bhakt ack our mauka maali main https://twitter.com/ranaayyub/status/667294400632848384"
you look into his eyes closely once.,Tum.ek baar gaur se iski aankho mein dekhna.,तुम.एक बार गौर से इसकी आंखों में देखना।,आप एक बार उसकी आँखों में बारीकी से देखते हैं।,aap ack baar usaki aankho main bariki say dekhate hain.
"Karunesh Jigyasu is nawabi masla of lucknow, be careful!",Karunesh Jigyasu nawabi masla hai lucknow ka sambhal lo ..!!,करुणेश जिज्ञासु नवाबी मसला है लकनो का संभाल लो ..!!,"करुणेश जिग्यासु इस नवाबी मसाला ऑफ लखनऊ, सावधान!","karunesh jigyasu iss nawabi masala off lakhanau, savdhan!"
hope of almond https://twitter.com/sagarcasm/status/722264502566150144 …,Almond ki aashahttps://twitter.com/sagarcasm/status/722264502566150144 …,अलमंड की आशाहत्त्प्स://ट्विटर.कॉम/सागरकस्म/स्टेटस/७२२२६४५०२५६६१५०१४४ …,बादाम की उम्मीद https://twitter.com/sagarcasm/status/722264502566150144...,badam key ummid https://twitter.com/sagarcasm/status/722264502566150144...
@Alllahdin will discuss at tea,@Alllahdin chai pe charcha karenge,@अल्लाहदीन चाई पे चर्चा करेंगे,@Alllahdin टी में चर्चा करेंगे,@alllahdin tea main charcha karenge
then rajnath singh wouldn’t have slept for several months. amazing energy https://twitter.com/upbhaskar/status/904934462814691328,Fir to rajnath ji ko bina soye hue kayi mahine beet gaye honge. Amazing energy!https://twitter.com/upbhaskar/status/904934462814691328Â â€¦,फिर तो राजनाथ जी को बिना सोये हुए कई महीने बीत गये होंगे. अमेजिंग एनर्जी!एचटीटीपीएस://ट्विटर.कॉम/उपभास्कर/स्टेटस/९०४९३४४६२८१४६९१३२८â â€¦,तब कई महीनों तक राजनथ सिंह सोते नहीं थे. अमेजिंग एनर्जी https://twitter.com/upbhaskar/status/904934462814691328,tab kaee maheenon tuck rajnath singh sote nahin they. amazing energy https://twitter.com/upbhaskar/status/904934462814691328
@mainimanish @PAYBACKIndia what is the #pointkyhai in giving ipad to children,@mainimanish @PAYBACKIndia bacho ko iPad Dene ka #PointKyaHai Point Kya Hai,@मैनिमानिश @पेबैकइंडिया बचो को आईपैड देने का #पॉइंटक्याहै पॉइंट क्या है,@mainimanish @PAYBACKIndia बच्चों को आईपैड देने में #pointkyhai क्या होता है?,@mainimanish @paybackindia bachchon coo ipad dene main #pointkyhai kya hota hai?
android people sleep. tomorrow you have to go to work. #AppleEvent,Android walo so jao. Subah kaam par jaana hai. #AppleEvent,एंड्रॉयड वालो सो जाओ. सुबह काम पर जाना है. #एप्लीवेंट,एंड्रॉइड लोग सोते हैं. कल काम पर जाना है. #AppleEvent,android log sote hain. call kaam per jaanaa hai. #appleevent
nestle's money reached at the right place https://twitter.com/timesofindia/status/628586216439463936 …,Nestle walo ke paise sahi jagah pahunch gayehttps://twitter.com/timesofindia/status/628586216439463936 …,नेस्टल वालो के पैसे सही जगह पहुंच गयेहट्टप्स://ट्विटर.कॉम/टाइमसोफिंडिया/स्टेटस/६२८५८६२१६४३९४६३९३६ …,नेस्ले का पैसा सही जगह पर पहुंचा https://twitter.com/timesofindia/status/628586216439463936...,nesley kaa paisa sahi jagah per pahuncha https://twitter.com/timesofindia/status/628586216439463936...
"haha! thanks aunty. it is necessary to open eyes, till what time a smart, handsome and capable guy like me stay single?","Haha! Thanks aunty. Aankhein kholna zaroori hai, aaakhir kab tak mujh jaisa smart, handsome aur honiyaar ladka single rahega?","हाहा! थैंक्स आंटी. आंखें खोलना ज़रूरी है, आखिर कब तक मुझ जैसा स्मार्ट, हैंडसम और होनियार लड़का सिंगल रहेगा?",हाहा! थैंक यू आंटी.................................................................................................................................................................................................,haha! thank you aunty.................................................................................................................................................................................................
"@dedh_battery i know, i am suprised by these investors, how foolish they are, or are these iitians very cunning, like kejri laugh out loud","@dedh_battery pata hai, mujhe ashcharya hota hai investors par, kitne bewakoof hain, ya phir ye IITians bade shatir, like kejri lol","@डेढ़_बैटरी पता है, मुझे आश्चर्य होता है इन्वेस्टर्स पर, कितने बेवकूफ हैं, या फिर ये आईआईटीआईएनएस बड़े शातिर, लाइक केजरी लोल","@dedh_battery आई नो, आई एम सरप्राइज्ड बाय थे इन्वेस्टर्स, क्यूटी फूल्प आर, ओर आर थे इटियनस वेरी कैनिंग, लाइक केज्री लाफ आउट लाउड","@dedh_battery aayi now, aayi aim surprised buy they investors, cuty phoolp aar, or aar they etianus very canning, like kejri laaf out loud"
you should have written in uriya. Could neither have understood that nor this.,uriya me hi likh deta  .  .  smjh to wo bhi nhi ana tha or ye bhi nhi aya,उरिया मे ही लिख देता  .  .  समझ तो वो भी नही आना था ओर ये भी नही आया,उरिया में लिखना चाहिए था..................................................................................................................................................................................................,uriya main likhana chaahiye tha..................................................................................................................................................................................................
is extremely famous but never boasted.https://twitter.com/iam_cmk/status/832099311940956161 …,"Famous bahot hai, bas kabhi ghamand nahi kiya.https://twitter.com/iam_cmk/status/832099311940956161 …","फेमस बहोत है, बस कभी घमंड नही किया.एचटीटीपीएस://ट्विटर.कॉम/आईएएम_सीएमके/स्टेटस/८३२०९९३११९४०९५६१६१ …",बहुत मशहूर है लेकिन कभी नहीं boasted.https:// ट्विटर. कॉम/इयाम _ सीएमके/स्टेटस/83209931940956161...,bahut mashur hai lekin kabhi nahin boasted.https:// twitter. come/iam _ cmk/status/83209931940956161...
"i praise susila ma'am, she is a superstar",Susila maa g ko sat sat naman jo aap jaisa superstar india mai hua. ...salute susila maa. ..,सुशीला मा जी को सत सत नमन जो आप जैसा सुपरस्टार इंडिया मई हुआ. ...सैल्यूट सुशीला मा. ..,"मैं सुशीला मैम की तारीफ करता हूं, वह एक सुपरस्टार है।","main sushila maim key tarif karta hoon, wah ack superstar hai."
@batrakopal were you not scared after telling you?,@batrakopal bhai bolkar tumne nahi daraya? :-/,@बटराकोपाल भाई बोलकर तुमने नही डराया? :-/,@batrakopal बताने के बाद डर नहीं लगा क्या?,@batrakopal bataane key baad darr nahin lagaa kya?
the braggart's campaign of lies has begun... today the braggart has planted a bush of lies...,feku ka jhutha abhiyan phir se shuru ........ ajj jhuth ki jhaadi laga de feku ne ..,फेकू का झुठा अभियान फिर से शुरू ........ अज्ज झूठ की झाड़ी लगा दे फेकू ने ..,द ब्रैगार्ट्स कैम्पेन ऑफ़ लाइज़ शुरू हो गया है... आज ब्रेगार्ट ने झूठ की झाड़ी लगा दी है...,dada braggarts campain off lies shuru how gaya hai... aaj braggart nay jhooth key jhaadi lagaa dee hai...
"name is #Kohli "" i play holi of runs""","Naam hai #Kohli "" khelta hu runs ki holi 0","नाम है #कोहली "" खेलता हू रन्स की होली ०","नेम इस #Kohli ""आई प्ले होली ऑफ़ रन""","name iss #kohli ""aayi play holly off rann"""
"hey, this is not the work of @ArvindKejriwal, he is just claiming","Aree @ArvindKejriwal ka kaam nei hai , Khali aarop lagata hai ! #CAGExposedGadkari :P","अरी @अरविंदकेजरीवाल का काम नई है , खाली आरोप लगता है ! #कैजेक्सपोसेडगडकरी :प","अरे, ये @ArvindKejriwal का काम नहीं है, ये सिर्फ दावा कर रहा है","array, yeye @arvindkejriwal kaa kaam nahin hai, yeye sirf daava cur rahaa hai"
"@ashutosh83B sir, delhi's election is a small one. kejriwal would even win if he stands for position of us president #AAPtard4Lyf",@ashutosh83B Sir Delhi election to choti cheez hai.. Kejriwal agar US prez ke liye bhi khade ho jaaye to jeet jaenge.. #AAPtard4Lyf,@आशुतोष८३बी सिर डेल्ही इलेक्शन तो छोटी चीज है.. केजरीवाल अगर यूएस प्रेज के लिए भी खड़े हो जाए तो जीत जाएंगे.. #आप्तर्द४लाइफ,"@ashutosh83B सर, दिल्ली का चुनाव छोटा है. अगर वह पद के लिए खड़ा है तो केजरीवाल भी जीत जाएगा राष्ट्रपति #AAPtard4Lyf","@ashutosh83b ser, dilli kaa chunaav chhota hai. agar wah pada key lie khadaa hai too kejriwal bhi jeet jayega rashtrapati #aaptard4lyf"
some people are breaking your car.,"Kuch log tumhari gaadi tod rahe hain.
Met guy: Tornado.","कुच लोग तुम्हारी गाड़ी तोड़ रहे हैं.
मेट गाय: टोर्नाडो.",कुछ लोग आपकी गाड़ी तोड़ रहे हैं।,kuchha log aapaki gaadi tod rahe hain.
come to calcutta also . . book fair also happens here,calcutta bhi aao yaar .  .  . yaha bhi to book fair hota hai,कलकत्ता भी आओ यार .  .  . याहा भी तो बुक फेयर होता है,कलकत्ता भी आओ.. बुक फेयर भी होता है।,kalkatta bhi aao.. book fair bhi hota hai.
i used to forget my homework at home all the time.,hehehe .  .  .  mai to aksar homework ghar pe bhul jati thi,हेहेहे .  .  .  मई तो अक्सर होमवर्क घर पे भूल जाती थी,मैं घर पर हर समय अपना होमवर्क भूल जाता था।,main ghar per hear samay apna homework bhool jaataa tha.
sent you a message in the evening. seek love not alcohol,"shaam ko message kiya tha. Pyar dekho, Sharab nahi. Uff.","शाम को मैसेज किया था. प्यार देखो, शराब नही. उफ्फ।",सेंड यू ए मैसेज इन थे इवनिंग. सीक लव नॉट अल्कोहल,send you aye message inn they evening. seek love nott alcohol
"retweet @ErNayansingh : there are many disadvantages of being engineer as well as tall , you never know whether the girl next door is calling you to repair the fan or affix a bulb.","RT @ErNayansingh : Engineer plus tall hone ke bahut Disadvantage hain , you never know baaju waali Fan theek karne bula ri hai ya Bulb lagaanâ€¦","आरटी @एर्नयनसिंह : इंजीनियर प्लस टॉल होने के बहुत डिसएडवांटेज हैं , यू नेवर नोव बाजू वाली फैन ठीक करने बुला री है या बल्ब लगानâ€¦","रीट्वीट @ErNayansingh: इंजीनियर होने के साथ-साथ लंबा होने के भी कई नुकसान हैं, आपको कभी पता नहीं चलेगा कि बगल की लड़की आपको पंखे की मरम्मत करने के लिए कॉल कर रही है या बल्ब लगाने के लिए।","retweet @ernayansingh: engineer honey key saath-saath lamba honey key bhi kaee nuksan hain, aapko kabhi patta nahin chalega kii bagel key ladki aapko pankhe key marammat karane key lie call cur rahee hai yaa bulb lagaane key lie."
Respected sir today you are hope of all nation ...you have shown a new dawn to the people...now let the sunshine appear...,Respected sir aap aaj pure Bharat ki ummid ho ...ek naya savera aapne hi janta ko dikhaya he...ap dhup bhi nikaliye...,रिस्पेक्टेड सिर आप आज पूरे भारत की उम्मीद हो ...एक नया सवेरा आपने ही जनता को दिखाया हे...एपी धूप भी निकलिए...,रेस्पेक्टेड सर आज आप सभी राष्ट्र की आशा हैं... आपने लोगों को एक नई सुबह दिखाई है... अब धूप आने दो...,respected ser aaj aap sabhi rashtra key aashaa hain... aapane logon coo ack nayi subah dikhai hai... ab dhoop aane doe...
"@PoojaMissra bihar will change, spring will come #GoodByeNitishKumar",@PoojaMissra Badlega Bihaar Aayegi Bahaar #GoodByeNitishKumar,@पूजामिस्र बदलेगा बिहार आएगी बहार #गुडबाइनिटिशकुमार,"@PoojaMissra बिहार बदलेगा, वसंत आएगा #GoodByeNitishKumar","@poojamissra bihaar badalega, vasant aayega #goodbyenitishkumar"
@imcomplicated__  the light addictiveness of your eyes for which your sight is to blame got me started on how to drink alcohol.,"@imcomplicated__ ye jo halka halka suroor hai, ye teri nazar ka kusoor hai...ke sharaab peena sikha diya","@इमकॉम्प्लिकेटेड__ ये जो हल्का हल्का सुरूर है, ये तेरी नज़र का कुसूर है...के शराब पीना सिखा दिया",@imcomplicated__ तुम्हारी आँखों की हल्की लत जिसके लिए तुम्हारी नज़र को दोष देना है मुझे शराब पीने का तरीका शुरू करने दिया।,@imcomplicated__ tumhari aankho key halki lata jisake lie tumhari nazar coo dosh denaa hai mujhe sharab peene kaa tarika shuru karane diya.
you have gifted creativity and imagination . good one !,you have gifted creativity and imagination .  .  .  .  good one !,यू हेव गिफ्टेड क्रिएटिविटी एंड इमेजिनेशन .  .  .  .  गुड ओने !,आप रचनात्मकता और कल्पना को उपहार दिया है. अच्छा!,aap rachnaatmaktaa our kalpana coo upahaar diya hai. achcha!
@SRKswarrior1 i am just telling you what intolerance is. you work and live here but then also you don't have mental peace. rest you are sensible.,".@SRKswarrior1 bas bata raha hu intolerance kya hota hai.. Yaha kama kha rahe hai aaraam se usme bhi chain nahi..

Baki tu samajdaar hai",".@सर्क्सवारियर१ बस बता रहा हू इंटॉलरेंस क्या होता है.. याहा कामा खा रहे है आराम से उसमे भी चैन नही..

बाकी टू समजदार है",@SRKswarrior1 मैं सिर्फ आपको बता रहा हूं कि असहिष्णुता क्या है. आप काम करते हैं और यहां रहते हैं लेकिन फिर भी आपको मानसिक शांति नहीं मिलती है. बाकी आप समझदार हैं।,@srkswarrior1 main sirf aapko bata rahaa hoon kii asahishnuta kya hai. aap kaam karate hain our yahaan rehte hain lekin fir bhi aapko mansik shanti nahin milti hai. baaki aap samajhadaar hain.
"@RowdyTalks definitely bro, bad company would be needed.","@RowdyTalks zaroor bhai, bad company toh chahiye hogi saath mein. :D","@राउडीताल्क्स ज़रूर भाई, बाद कंपनी तोह चाहिए होगी साथ में. :डी","@RowdyTalks ज़रूर भाई, खराब कंपनी की जरूरत पड़ेगी।","@rowdytalks zaroor bhaai, kharab company key zaroorat padegi."
@ Sashish @ sambha_ is not a rooftop count. Play on the roof,@c_aashish @sambha_bhilane chhat(rooftop) wala nahi count hai. Chhat par joh khelte hain,@सी_आशीष @संभा_भिलने छत(रूफटॉप) वाला नही काउंट है. छत पर जोह खेलते हैं,@शशिश @सांभा _ रूफटॉप काउंट नहीं है. रूफटॉप पर खेलो,@shashish @sambha _ rooftop count nahin hai. rooftop per khelo
"@ daddy_sam @ ramprasad_s eats ten shoes, still lulz take my photo from us",@daddy_san @ramprasad_c das joote khate hain humse phir bhi mera photo utha let hain lulz,@डैडी_सन @रामप्रसाद_सी दस जूते खाते हैं हमसे फिर भी मेरा फोटो उठा लेट हैं लुल्ज,"@डैडी _ सैम @रामप्रसाद _ एस दस जूते खाता है, फिर भी लुल्ज़ हमसे मेरी तस्वीर लेता है","@daddy _ saim @ramprasad _ ess dasa joote khaata hai, fir bhi lulz hamse merry tasveer letta hai"
both medicine and alcohol should be taken together.,Dawa aur daru dono saath main lene chahiye kya?,दावा और दारू डोनो साथ मैं लेने चाहिए क्या?,दवा और शराब दोनों को एक साथ लेना चाहिए।,dawa our sharab dono coo ack saath lena chaahiye.
@anti_virus_accha ! yes free boy,@anti_virus_ Accha ! Haan Wella Banda,@अंति_वायरस_ अच्छ ! हाँ वेला बांदा,@anti_virus_accha! हाँ फ्री बॉय,@anti_virus_accha! haan free boy
@Rialisticme can you not see the happiness on the face of a poor girl?,@Rialisticme ek bechare ladke ki khushi nahi dekhi jaati tumse?,@रियालिस्टिकमे एक बेचारे लड़के की खुशी नही देखी जाती तुमसे?,@Rialisticme गरीब लड़की के चेहरे पर खुशी नहीं देख सकते?,@rialisticme garib ladki key chehare per khushi nahin dekh sakate?
we used to fight a lot over chalk during our times,chalk ki bahut mara mari thi apne time mein .  .  .,चाल्क की बहुत मारा मारी थी अपने टाइम में .  .  ।,हम अपने समय में चाक पर बहुत लड़ते थे,humm apane samay main chaak per bahut ladate they
firstly ended congress party now its turn for samajwadi party. #RahulGandhi,Pehle Congress party ko khatam kiya ab samajwadi party ki baari hai !! #RahulGandhi,पहले कांग्रेस पार्टी को खतम किया अब समाजवादी पार्टी की बारी है !! #राहुलगांधी,फर्स्टली एंडेड कांग्रेस पार्टी नाउ इट्स टर्न फॉर समाजवादी पार्टी. #RahulGandhi,firstly ended congress party nau its turn forr samajwadi party. #rahulgandhi
"Rahane's mom: ""dont send my son with virat kohli for batting. he is learning abusive language""","Rahane's mom: ""Mere bacche ko Kohli ke saath batting na bheja kariya. Gaali galoch seekh raha hai""","रहने'एस मोम: ""मेरे बच्चे को कोहली के साथ बैटिंग ना भेजा करिया. गाली गलोच सीख रहा है""","रहाने की मॉमः ""मेरे बेटे को विराट कोहली के साथ बल्लेबाजी के लिए मत भेजो.....................................................................................................................................................................................","rahaane key momah ""mere bete coo virat kohli key saath ballebaji key lie mutt bhejo....................................................................................................................................................................................."
@AdvancedMaushi tears and proverbs come out of a broken heart @oxymoronic_me,@AdvancedMaushi Toote hue dil se bas aansu aur shayari nikalti hai @oxymoronic_me,@एडवांस्डमौशी टूटे हुए दिल से बस आंसू और शायरी निकलती है @ऑक्सीमोरोनिक_मे,@AdvancedMaushi टूटे दिल से आँसू और कहावतें निकलती हैं @oxymoronic_me,@advancedmaushi toote dill say aansuu our kahaavaten nikalati hain @oxymoronic_me
@scratchysingh even I am crying in the same sadness brother,@scratchysingh min issi gam mein ro rah hu bhai,@स्क्रैचीसिंह मिन इस्सी गैम में रो रह हू भाई,@scratchysingh मैं भी वही दुख में रो रहा हूँ भाई,@scratchysingh main bhi vahee dukh main row rahaa hoon bhaai
#SakshiMaharajMovies Karan Arjun Ramesh Suresh,#SakshiMaharajMovies Karan Arjun Ramesh Suresh,#साक्षीमहाराजमूवीज कारण अर्जुन रमेश सुरेश,#SakshiMaharajMovies करण अर्जुन रमेश सुरेश,#sakshimaharajmovies karann arjun ramesh suresh
it is important to bane #TripleTalaq nowadays ... nowadays people use it for their own advantage,#TripleTalaq Pe ban Bahot jaruri he Aaj ke zamaane me ... Galat Fayda utha rahe he Aaj kal ke log iska ...,#ट्रिपलतलक पे बन बहोत जरूरी हे आज के ज़माने मे ... गलत फायदा उठा रहे हे आज कल के लोग इसका ...,आज बन #TripleTalaq करना जरूरी है.. आजकल लोग इसे अपने फायदे के लिए इस्तेमाल करते हैं।,aaj bunn #tripletalaq karna jaruri hai.. aajkal log ise apane faayade key lie istemal karate hain.
"@balliawalebaba We are great, baba. How are you?",@balliawalebaba hum to badhiya hai BaBa.. Aap kaisen ho,@बल्लियावालेबाबा हम तो बढ़िया है बाबा.. आप कैसें हो,@balliawalebaba हम अच्छे हैं बाबा. आप कैसे हैं?,@balliawalebaba humm achche hain baba. aap kaise hain?
@Fussy_Ca wake up with who you sleep.,@Fussy_Ca jiske saath so.. Usi ke saath utho,@फसी_सीए जिसके साथ सो.. उसी के साथ उठो,@Fussy_Ca जागो किसके साथ तुम सोते हो।,@fussy_ca jaago kisake saath tum sote how.
do you have a girlfriend?,teri bhi koi makkarroma hai ?,तेरी भी कोई मक्कर्रोमा है ?,क्या आपकी कोई प्रेमिका है?,kya aapaki koi premika hai?
airtel's network is less 4g and more of a bogus one.,"Airtel ka 4G network kam, farji network zyaada hai.","एयरटेल का ४जी नेटवर्क काम, फर्जी नेटवर्क ज्यादा है।",एयरटेल का नेटवर्क 4जी से कम और फर्जी से अधिक है।,airtel kaa network 4jee say cum our farjee say adhik hai.
"Husbands should be like Vim bar, should last more","Husbands should be like Vim bar, gale kam aur chale zyada.","हसबैंड शोल्ड बे लाइक विम बार, गले काम और चले ज्यादा।","पति विम बार की तरह होना चाहिए, ज्यादा टिके रहना चाहिए","pati vim baar key tarah honah chaahiye, zyada tike rehna chaahiye"
@dishasatra @runjhunmehrotra sure sure. we will make you stand at the gate to welcome the wedding guests. okay?,"@Dishasatra @runjhunmehrotra zaroor zaroor, tujhe gate par khada karenge baraatiyon ka swagat karne. Ok?","@दिशासत्र @रुंझुनमेहरोत्रा ज़रूर ज़रूर, तुझे गेट पर खड़ा करेंगे बरातियों का स्वागत करने. ओक?",@dishasatra @runjhunmehrotra यकीनन. हम शादी के मेहमानों का स्वागत करने के लिए गेट पर खड़े कर देंगे. ओके?,@dishasatra @runjhunmehrotra yakinan. humm shaadi key mehmaanon kaa swaagat karane key lie gate per khade cur denge. okay?
"@king_ranjhna @21century_kant this is respect, the awesomeness of a woman.",@king_ranjhna @21century_kant ye respect h ek woman ki kamal h,@किंग_रांझना @२१सेंचुरी_कांत ये रिस्पेक्ट ह एक वुमन की कमल ह,"@king_ranjhna @21century_kant ये सम्मान है, एक औरत की अद्भुतता।","@king_ranjhna @21century_kant yeye sammaan hai, ack aurat key adbhutata."
garbage bin guddu brother in winter season did you not ring other people's bell and run ? if you ran then show brother,garbage bin guddu bhai thand ke mausam mein dusro ke ghar ki bell baja kar bhage nahi kya  ?  agar bhage to dikhao bhai :),गारबेज बिन गुड्डू भाई ठंड के मौसम में दुसरो के घर की बेल बाजा कर भागे नही क्या  ?  अगर भागे तो दिखाओ भाई :),गार्बेज बिन गुड्डू भाई इन विंटर सीज़नक बेल बजाकर रन नही किया? अगर रन किया तो भाई को दिखा दो,garbage bean guddu bhaai inn winter seasonak bail bajaakar rann nahi kiya? agar rann kiya too bhaai coo dikhaa doe
@BolshoyBooze what happened? yesterday night some tweets about robbery were tweeted ,@BolshoyBooze hua kya tha? kal raat kuchh tweet chori ki baaten ho rahi thi :),@बोलशोयबूज़े हुआ क्या था? कल रात कुछ ट्वीट चोरी की बातें हो रही थी :),@BolshoyBooze क्या हुआ? कल रात डकैती के बारे में कुछ ट्वीट्स किए गए थे,@bolshoybooze kya hua? call raat dakaiti key baare main kuchha tweets kiye gaye they
"you give me contribution, i will give you acknowledgement.","Tum mujhe varghani do, main tumhe paavti dunga.","तुम मुझे वरघानी दो, मैं तुम्हे पावती दूंगा।","आप मुझे योगदान दें, मैं आपको पावती दूंगा।","aap mujhe yogdan dein, main aapko paavati doonga."
"@YoBlackPepper @naina_agarwal is protected. 
 There is only 1,70,546 Naina Agarwal in this country! How someone can find her?","@YoBlackPepper @naina_agarwal protected aaraha hai :-/
 Iss desh mein insta pe sirf 1,70,546 Naina Agarwal honge. Koi kaise dhundega?","@योब्लैकपेपर @नैना_अगरवाल प्रोटेक्टेड आरहा है :-/
 आईएस देश में इंस्टा पे सिर्फ १,७०,५४६ नैना अगरवाल होंगे. कोई कैसे ढूंडेगा?","@YoBlackPepper @naina_agarwal सुरक्षित है. इस देश में सिर्फ 1,70,546 नैना अग्रवाल है! कोई उसे कैसे ढूंढ सकता है?","@yoblackpepper @naina_agarwal surakshit hai. iss desh main sirf 1,70,546 naina aggarwal hai! koi use kaise dhoondh sakta hai?"
"@sagarikaghose madam, you are high since yesterday on what? share with us also.",. @sagarikaghose madamji kalse kaunsa nasha kiye hain aap? Kuch humein bhi dijiye,. @सागरिकाघोस मदमजी कलसे कौंसा नशा किये हैं आप? कुच हमें भी दीजिए,"@sagarikaghose मैडम, कल से हाई हो क्या? हमारे साथ भी शेयर करें।","@sagarikaghose maidam, call say haaee how kya? hamare saath bhi share karein."
@AndColorPockeT it is together:),@AndColorPockeT sath me hain:),@एंडकलरपॉकेट साथ मे हैं:),@AndColorPockeT यह एक साथ हैः),@andcolorpocket yeah ack saath haih)
Whole nation knows who has #dharm of doing Scam,ye to pura #desh jaanta hai ki #scam karna kiska #dharm h 0,ये तो पूरा #देश जानता है की #स्कैम करना किसका #धर्म ह ०,पूरा देश जानता है कि किसके पास स्कैम करने का #dharm है,puuraa desh janata hai kii kisake paas scam karane kaa #dharm hai
"@twinitisha ok, now my eyes are open but i'm still sleepy. i'm going to sleep more","@twinitisha achha, ab aankhein khuli hai...still sleepy... Gonna zzzzzzz more","@ट्विनिटिशा अछा, अब आंखें खुली है...स्टिल स्लीपी... गोना ज़ज़्ज़्ज़ मोरे","@twinitisha ओके, अब मेरी आंखें खुली हैं लेकिन मुझे अभी भी नींद आ रही है. मैं और सोने जा रहा हूँ","@twinitisha okay, ab merry aankhen khuli hain lekin mujhe abhi bhi neend aa rahee hai. main our sone jaa rahaa hoon"
"they want ticket for their child, congress said no?bjp is giving","unhe bete ke liye ticket  chajiye, Congress ne mana kar diya...Bjp dear rahi hai.","उन्हे बेटे के लिए टिकट  चाजिए, कांग्रेस ने माना कर दिया...बीजेपी डियर रही है।","उन्हें अपने बच्चे के लिए टिकट चाहिए, कांग्रेस ने कहा नो? बीजेपी दे रही है","unhein apane bachche key lie ticket chaahiye, congress nay kahaa now? bjp dei rahee hai"
 i said wassup _ was tryin to see was u going up to fairground when the sun leave &amp,@someUSER lol yea i did nigga  !  &amp,@सोम्यूजर लोल ये आई डिड निगा  !  &एएमपी,आई सेड वासुप _ वास ट्रायिन तो सी यू गोइंग अप टू फेयर ग्राउंड व्हेन थे सन लीव & एम्प,aayi sed vasup _ wass tryin too see you going up too fair ground when they sunn leave & amp
"my heart does not want to go to school, my heartfull wish is to sit on a mat and pray for #pak.. god please help .. #pakvsind #indvspak",Mera dil kal school jany ko bilkul ni kr ra bs dil kr ra ha k janamaz pr beth kr #pak k liye dua krn .. allah g plz help .. #pakvsind #indvspak,मेरा दिल कल स्कूल जानी को बिल्कुल नी केआर रा बीएस दिल केआर रा हा के जनमज़ पीआर बेथ केआर #पाक के लिए दुआ कर्ण .. अल्ला जी पीएलज़ हेल्प .. #पक्वसिंद #इंडवस्पैक,"मेरा दिल स्कूल नहीं जाना चाहता, मेरी दिल से इच्छा है चटाई पर बैठ कर #pak.....................................................................................................................................................................................","meraa dill school nahin jaanaa chaahata, merry dill say ichcha hai chatai per baith cur #pak....................................................................................................................................................................................."
please reply once.,Pls pls pls reply ones...,पीएलएस पीएलएस पीएलएस रिप्लाई ओन्स...,कृपया एक बार जवाब दें।,kripaya ack baar jawab dein.
did guddu's house not become tinday this time? : d,abki baar guddu ke ghar tindey nahi bane  ?  :d,अबकी बार गुड्डू के घर टिंडे नही बने  ?  :डी,गुड्डू का घर इस बार टिंडे नहीं हुआ?: d,guddu kaa ghar iss baar tinde nahin hua?: d
