english,hinglish,hinglish_dev,pred_hinglish_dev,pred_hinglish
the boys calvin watkins explains why sunday night games are bad luck for the cowboys and,the boys: http/URL calvin watkins explains why sunday night games are bad luck for the cowboys and .  .  .  http/URL,थे बॉयज: एचटीटीपी/उर्ल कैल्विन वाटकिंस एक्सप्लेन्स व्हाई संडे नाइट गेम्स अरे बाद लक फोर थे काउबॉयज एंड .  .  .  एचटीटीपी/उर्ल,लड़कों के कैल्विन वॉटकिंस बताते हैं कि रविवार की रात के खेल काउबॉय के लिए दुर्भाग्यपूर्ण क्यों हैं और,ladakon key calvin watkins bataate hain kii ravivaar key raat key khel cowboy key lie durbhagyapurna kyon hain our
Did you cut it brother?,kaat daala kya bhai ?,काट डाला क्या भाई ?,क्या आपने इसे काट दिया भाई?,kya aapane ise kaat diya bhaai?
@someUSER cough cough someone is going to germany on november 30 ... oh i really envy you :) http/URL,@someUSER cof cof~ someone is going to germany on november 30  .  .  . oh i really envy you :) http/URL,@सोम्यूजर कॉफ कॉफ~ सोमियोन इस गोइंग तो जर्मनी ओन नवम्बर ३०  .  .  . ओह आई रियली एनवी यू :) एचटीटीपी/उर्ल,@someUSER किसी को खांसी हो रही है कि वह 30 नवंबर को जर्मनी जा रहा है... ओह मुझे वास्तव में आपसे ईर्ष्या होती हैः),@someuser kissy coo khansi how rahee hai kii wah 30 november coo germany jaa rahaa hai... oh mujhe vaastav main aapse irshya hoti haih)
@Footloose_free wow! are you having a holiday?,@Footloose_Free waah.. Chutti mana rahe ho ?,@फुटलूज_फ्री वाह.. छुट्टी माना रहे हो ?,@Footloose_free वाह! क्या आप छुट्टी मना रहे हैं?,@footloose_free wah! kya aap chhutti manna rahe hain?
@BolshoyBooze people's can't make it disappear and i can't learn it,"@BolshoyBooze logon ki jaati nahi meri aati nahi ,","@बोलशोयबूज़े लोगों की जाती नही मेरी आती नही ,",@BolshoyBooze लोग इसे गायब नहीं कर सकते हैं और मैं इसे सीख नहीं सकता।,@bolshoybooze log ise gayab nahin cur sakate hain our main ise seekh nahin sakta.
"@coolfunnytshirt, LOL.
Can't understand English much. Even lesser on Weekends, because alcohol.","@coolfunnytshirt lol
 Angrezi zyada nahi samajhti hai. Weekend par aur bhi nahi, because daaru","@कूलफनिटशर्ट लोल
 अंग्रेजी ज्यादा नही समझती है. वीकेंड पर और भी नही, बेकाउस दारू","@coolfunnytshirt, LOL. अंग्रेजी ज्यादा समझ में नहीं आता। सप्ताहांत पर और भी कम, क्योंकि शराब।","@coolfunnytshirt, lol. angrezi zyada samajh main nahin aata. saptahant per our bhi cum, kyonki sharab."
"This one was great, tell more.https://twitter.com/mazumdar_sid/status/841693923256877056 …",Yeh wala accha tha. Aur sunaohttps://twitter.com/mazumdar_sid/status/841693923256877056 …,येह वाला अच्छ था. और सुनाओत्त्प्स://ट्विटर.कॉम/मजूमदार_सिद/स्टेटस/८४१६९३९२३२५६८७७०५६ …,"यह बहुत अच्छा था, बताएँ more.https:// ट्विटर. कॉम/मजूमदार _ सिड/स्टेटस/841693923256877056...","yeah bahut achcha tha, bataayen more.https:// twitter. come/majumdar _ sid/status/841693923256877056..."
RT @khanakram421 : She : i wan't a silver coloured dress. Shopkeeper : so you want a silver coloured salwar??,RT @khanakram421 : She : Bhaiyya mujhe Chandi colour ka dress chahiyeShopkeeper : Accha to tumhe Silver kameez chahiye ?,आरटी @खानकराम४२१ : शे : भैय्या मुझे चांदी कलर का ड्रेस चाहियेशॉपकीपर : अच्छ तो तुम्हे सिल्वर कमीज चाहिए ?,आरटी @khanakram421: वहः मुझे चांदी की पोशाक नहीं चाहिए। दुकानदारः तो आपको चांदी का सलवार चाहिए??,rt @khanakram421: wh mujhe chaandi key poshak nahin chaahiye. dukaandaarah too aapko chaandi kaa salwar chaahiye??
"@Alladin, it was when you brought you home like this: D",@Alllahdin itte se the tum jab tumhe aise uthaakar ghar le aaya tha :D,@अल्लाहदीन इत्ते से थे तुम जब तुम्हे एआईएसई उठाकर घर ले आया था :डी,"@Alladin, यह तब था जब आप आपको इस तरह घर लाए थेः डी","@alladin, yeah tab tha jab aap aapko iss tarah ghar laae theh die"
@mrjagjit thanks jagjit. i was waiting for you only.,@mrjagjit thanks jagjit. Tera hi wait kar raha tha.,@मृजगजीत थैंक्स जगजीत. तेरा ही वैट कर रहा था।,@mrjagjit धन्यवाद जग्जीत. मैं केवल आपका इंतजार कर रहा था।,@mrjagjit dhanyavaad jagjeet. main kewal aapka intezar cur rahaa tha.
"because of implementation of #GST, in  #GujaratRSPolls, #MLA  could not be bought successfully, as a result #Amitshah failed in stopping  #AhmedPatel.",#GST Lagu ho jane k Karan #GujaratRSPolls me #MLA successfully nahi kharede Jasaje Nateejatan #AhmedPatel ko rokne me #Amitshah Bakaam rahe.,#जीएसटी लागू हो जाने के कारण #गुजरात्र्सपोल्स मे #मला सक्सेसफुली नही खरेड़े जसजे नतीजतन #अहमदपटेल को रोकने मे #अमितशाह बकाम रहे।,"#GST के कार्यान्वयन के कारण, #GujaratRSPolls में, #MLA को सफलतापूर्वक खरीदा नहीं जा सका, जिसके परिणामस्वरूप #Amitshah #AhmedPatel को रोकने में विफल रहा।","#gst key karyanvayan key kaaran, #gujaratrspolls main, #mla coo safaltapurvak kharida nahin jaa sakaa, jisake parinamswarup #amitshah #ahmedpatel coo rokane main whiffle rahaa."
nikon contest outlaws film images for first time (update monday) - http/URL - the rules for the nikon photo contest.,nikon contest outlaws film images for first time (update monday) - http/URL - the rules for the nikon photo contest  .  .  .,निकों कॉन्टेस्ट आउटलॉस फिल्म इमेज फोर फर्स्ट टाइम (अपडेट मंडे) - एचटीटीपी/उर्ल - थे रूल्स फोर थे निकों फोटो कॉन्टेस्ट  .  .  ।,निकॉन प्रतियोगिता पहली बार फिल्म छवियों को गैरकानूनी घोषित करती है (सोमवार को अद्यतन करें)-- निकॉन फोटो प्रतियोगिता के लिए नियम--------------------------------------------------------------------------------------------------------------------------------------------------------------------------,nicon pratiyogita pahali baar film chhaviyon coo gairkaanooni ghoshit karati hai (somwar coo adyatan karein)-- nicon photo pratiyogita key lie niyam--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
@akshaykanitkar @MeetUunngLee Oh! congratulations @ bhaiyyajispeaks,@akshaykanitkar @MeetUunngLee are waah badhai @bhaiyyajispeaks,@अक्षयकानितकार @मीटूँगली अरे वाह बढाई @भैय्याजिस्पीक्स,@akshaykanitkar @MeetUunngLee ओह! बधाई @भैय्याजीस्पीक्स,@akshaykanitkar @meetuunnglee oh! badhaai @bhaiyyajispeeks
when did this happen? how did it happen? what happened?,Ye kab hua? Kaise hua? Kyu hua?,ये कब हुआ? कैसे हुआ? क्यू हुआ?,यह कब हुआ? यह कैसे हुआ? क्या हुआ?,yeah cub hua? yeah kaise hua? kya hua?
"@TweetErrant wadiya, when’s Germany leaving?",@TweetErrant wadiya.. Germany kab jaa raha hai,@ट्वीटरेंट वाडिया.. जर्मनी कब जा रहा है,"@TweetErrant वाडिया, जर्मनी कब जा रहा है?","@tweeterrant vadia, germany cub jaa rahaa hai?"
will burn us using the flames of minority https://twitter.com/AdvancedMaushi/status/240801666272743424 …,Ye minority ke mashaal se hamein zinda jalayenge.https://twitter.com/AdvancedMaushi/status/240801666272743424 …,ये माइनॉरिटी के मशाल से हमें जिंदा जलाएंगे.एचटीटीपीएस://ट्विटर.कॉम/एडवांस्डमौशी/स्टेटस/२४०८०१६६६२७२७४३४२४ …,अल्पसंख्यक https://twitter.com/AdvancedMaushi/status/240801666272743424 की लपटों का उपयोग करके हमें जला देंगे...,alpsankhyak https://twitter.com/advancedmaushi/status/240801666272743424 key lapaton kaa upayog karke hamein jalaa denge...
This was a bit too much uncle https://twitter.com/mohanstatsman/status/734434380828028928,Yeh thoda zyada ho gaya chacha jihttps://twitter.com/mohanstatsman/status/734434380828028928 …,येह थोड़ा ज्यादा हो गया चाचा जिहत्तप्स://ट्विटर.कॉम/मोहनस्टैट्समैन/स्टेटस/७३४४३४३८०८२८०२८९२८ …,यह थोड़ा बहुत था चाचा https://twitter.com/mohanstatsman/status/734434380828028928,yeah thoda bahut tha chacha https://twitter.com/mohanstatsman/status/734434380828028928
"ma'am, your brother is giving is devotees another chance in mali https://twitter.com/RanaAyyub/status/667294400632848384",Maam Mali me aapke bhai hum bhakt logo ko phir mauka de rahe haihttps://twitter.com/RanaAyyub/status/667294400632848384Â â€¦,माम माली मे आपके भाई हम भक्त लोगो को फिर मौका दे रहे हैहट्टप्स://ट्विटर.कॉम/रनाय्यूब/स्टेटस/६६७२९४४००६३२८४८३८४â â€¦,"मैम, आपका भाई भक्तों को माली में एक और मौका दे रहा है https://twitter.com/RanaAyyub/status/667294400632848384","maim, aapka bhaai bhakton coo maali main ack our mauka dei rahaa hai https://twitter.com/ranaayyub/status/667294400632848384"
you look into his eyes closely once.,Tum.ek baar gaur se iski aankho mein dekhna.,तुम.एक बार गौर से इसकी आंखों में देखना।,आप एक बार उसकी आँखों में बारीकी से देखते हैं।,aap ack baar usaki aankho main bariki say dekhate hain.
"Karunesh Jigyasu is nawabi masla of lucknow, be careful!",Karunesh Jigyasu nawabi masla hai lucknow ka sambhal lo ..!!,करुणेश जिज्ञासु नवाबी मसला है लकनो का संभाल लो ..!!,"करुणेश जिग्यासु लखनऊ के नवाबी मसाला हैं, सावधान रहें!","karunesh jigyasu lakhanau key nawabi masala hain, savdhan rahein!"
hope of almond https://twitter.com/sagarcasm/status/722264502566150144 …,Almond ki aashahttps://twitter.com/sagarcasm/status/722264502566150144 …,अलमंड की आशाहत्त्प्स://ट्विटर.कॉम/सागरकस्म/स्टेटस/७२२२६४५०२५६६१५०१४४ …,बादाम की आशा https://twitter.com/sagarcasm/status/722264502566150144...,badam key aashaa https://twitter.com/sagarcasm/status/722264502566150144...
@Alllahdin will discuss at tea,@Alllahdin chai pe charcha karenge,@अल्लाहदीन चाई पे चर्चा करेंगे,@Alllahdin चाय पर चर्चा करेंगे।,@alllahdin chaya per charcha karenge.
then rajnath singh wouldn’t have slept for several months. amazing energy https://twitter.com/upbhaskar/status/904934462814691328,Fir to rajnath ji ko bina soye hue kayi mahine beet gaye honge. Amazing energy!https://twitter.com/upbhaskar/status/904934462814691328Â â€¦,फिर तो राजनाथ जी को बिना सोये हुए कई महीने बीत गये होंगे. अमेजिंग एनर्जी!एचटीटीपीएस://ट्विटर.कॉम/उपभास्कर/स्टेटस/९०४९३४४६२८१४६९१३२८â â€¦,तब राजनाथ सिंह कई महीनों तक नहीं सोते। अद्भुत ऊर्जा https://twitter.com/upbhaskar/status/904934462814691328,tab rajnath singh kaee maheenon tuck nahin sote. adbhut urjaa https://twitter.com/upbhaskar/status/904934462814691328
@mainimanish @PAYBACKIndia what is the #pointkyhai in giving ipad to children,@mainimanish @PAYBACKIndia bacho ko iPad Dene ka #PointKyaHai Point Kya Hai,@मैनिमानिश @पेबैकइंडिया बचो को आईपैड देने का #पॉइंटक्याहै पॉइंट क्या है,@mainimanish @PAYBACKIndia बच्चों को आईपैड देने में #pointkyhai क्या है?,@mainimanish @paybackindia bachchon coo ipad dene main #pointkyhai kya hai?
android people sleep. tomorrow you have to go to work. #AppleEvent,Android walo so jao. Subah kaam par jaana hai. #AppleEvent,एंड्रॉयड वालो सो जाओ. सुबह काम पर जाना है. #एप्लीवेंट,एंड्रॉइड लोग सोते हैं. कल आपको काम पर जाना होगा।,android log sote hain. call aapko kaam per jaanaa hoga.
nestle's money reached at the right place https://twitter.com/timesofindia/status/628586216439463936 …,Nestle walo ke paise sahi jagah pahunch gayehttps://twitter.com/timesofindia/status/628586216439463936 …,नेस्टल वालो के पैसे सही जगह पहुंच गयेहट्टप्स://ट्विटर.कॉम/टाइमसोफिंडिया/स्टेटस/६२८५८६२१६४३९४६३९३६ …,नेस्ले का पैसा सही जगह https://twitter.com/timesofindia/status/628586216439463936 पर पहुँचा...,nesley kaa paisa sahi jagah https://twitter.com/timesofindia/status/628586216439463936 per pahuncha...
"haha! thanks aunty. it is necessary to open eyes, till what time a smart, handsome and capable guy like me stay single?","Haha! Thanks aunty. Aankhein kholna zaroori hai, aaakhir kab tak mujh jaisa smart, handsome aur honiyaar ladka single rahega?","हाहा! थैंक्स आंटी. आंखें खोलना ज़रूरी है, आखिर कब तक मुझ जैसा स्मार्ट, हैंडसम और होनियार लड़का सिंगल रहेगा?","हाहा! थैंक यू आंटी. आंखें खोलनी जरूरी है, मेरे जैसा स्मार्ट, हैंडसम और सक्षम लड़का कब तक सिंगल रहता है?","haha! thank you aunty. aankhen kholani jaruri hai, mere jaisa smart, handsome our saksham ladka cub tuck single rahata hai?"
"@dedh_battery i know, i am suprised by these investors, how foolish they are, or are these iitians very cunning, like kejri laugh out loud","@dedh_battery pata hai, mujhe ashcharya hota hai investors par, kitne bewakoof hain, ya phir ye IITians bade shatir, like kejri lol","@डेढ़_बैटरी पता है, मुझे आश्चर्य होता है इन्वेस्टर्स पर, कितने बेवकूफ हैं, या फिर ये आईआईटीआईएनएस बड़े शातिर, लाइक केजरी लोल","@dedh_battery मुझे पता है, मैं इन निवेशकों से आश्चर्यचकित हूं, वे कितने मूर्ख हैं, या ये आइटियन बहुत चालाक हैं, जैसे केजरीवाल जोर से हंसते हैं।","@dedh_battery mujhe patta hai, main inn niveshakon say aashcharyachakit hoon, way kitane moorkh hain, yaa yeye itean bahut chaalaak hain, jaise kejriwal jore say hasate hain."
you should have written in uriya. Could neither have understood that nor this.,uriya me hi likh deta  .  .  smjh to wo bhi nhi ana tha or ye bhi nhi aya,उरिया मे ही लिख देता  .  .  समझ तो वो भी नही आना था ओर ये भी नही आया,आपको उरिया में लिखना चाहिए था। न तो यह समझ सकता था और न ही यह।,aapko uriya main likhana chaahiye tha. na too yeah samajh sakta tha our na hee yeah.
is extremely famous but never boasted.https://twitter.com/iam_cmk/status/832099311940956161 …,"Famous bahot hai, bas kabhi ghamand nahi kiya.https://twitter.com/iam_cmk/status/832099311940956161 …","फेमस बहोत है, बस कभी घमंड नही किया.एचटीटीपीएस://ट्विटर.कॉम/आईएएम_सीएमके/स्टेटस/८३२०९९३११९४०९५६१६१ …",बेहद प्रसिद्ध है लेकिन कभी नहीं boasted.https:// Twitter. com/iam _ cmk/स्थिति/83209931940956161...,behad prasiddh hai lekin kabhi nahin boasted.https:// twitter. com/iam _ cmk/sthiti/83209931940956161...
"i praise susila ma'am, she is a superstar",Susila maa g ko sat sat naman jo aap jaisa superstar india mai hua. ...salute susila maa. ..,सुशीला मा जी को सत सत नमन जो आप जैसा सुपरस्टार इंडिया मई हुआ. ...सैल्यूट सुशीला मा. ..,"मैं सुशीला मैम की प्रशंसा करता हूं, वह एक सुपरस्टार हैं।","main sushila maim key prashansa karta hoon, wah ack superstar hain."
@batrakopal were you not scared after telling you?,@batrakopal bhai bolkar tumne nahi daraya? :-/,@बटराकोपाल भाई बोलकर तुमने नही डराया? :-/,@batrakopal आपको बताने के बाद क्या आप डरते नहीं थे?,@batrakopal aapko bataane key baad kya aap darte nahin they?
the braggart's campaign of lies has begun... today the braggart has planted a bush of lies...,feku ka jhutha abhiyan phir se shuru ........ ajj jhuth ki jhaadi laga de feku ne ..,फेकू का झुठा अभियान फिर से शुरू ........ अज्ज झूठ की झाड़ी लगा दे फेकू ने ..,घमण्डी का झूठ का अभियान शुरू हो गया है... आज घमण्डी ने झूठ की झाड़ी लगा दी है...,ghamandi kaa jhooth kaa abhiyan shuru how gaya hai... aaj ghamandi nay jhooth key jhaadi lagaa dee hai...
"name is #Kohli "" i play holi of runs""","Naam hai #Kohli "" khelta hu runs ki holi 0","नाम है #कोहली "" खेलता हू रन्स की होली ०","नाम है #Kohli ""मैं रनों की होली खेलता हूँ""","naam hai #kohli ""main ranon key holly khelata hoon"""
"hey, this is not the work of @ArvindKejriwal, he is just claiming","Aree @ArvindKejriwal ka kaam nei hai , Khali aarop lagata hai ! #CAGExposedGadkari :P","अरी @अरविंदकेजरीवाल का काम नई है , खाली आरोप लगता है ! #कैजेक्सपोसेडगडकरी :प","अरे, यह @ArvindKejriwal का काम नहीं है, वह सिर्फ दावा कर रहा है","array, yeah @arvindkejriwal kaa kaam nahin hai, wah sirf daava cur rahaa hai"
"@ashutosh83B sir, delhi's election is a small one. kejriwal would even win if he stands for position of us president #AAPtard4Lyf",@ashutosh83B Sir Delhi election to choti cheez hai.. Kejriwal agar US prez ke liye bhi khade ho jaaye to jeet jaenge.. #AAPtard4Lyf,@आशुतोष८३बी सिर डेल्ही इलेक्शन तो छोटी चीज है.. केजरीवाल अगर यूएस प्रेज के लिए भी खड़े हो जाए तो जीत जाएंगे.. #आप्तर्द४लाइफ,"@ashutosh83B महोदय, दिल्ली का चुनाव छोटा है. अगर केजरीवाल अमेरिकी राष्ट्रपति #AAPtard4Lyf के पद के लिए खड़े होते हैं तो वे जीत भी जाते","@ashutosh83b mahodaya, dilli kaa chunaav chhota hai. agar kejriwal american rashtrapati #aaptard4lyf key pada key lie khade hote hain too way jeet bhi jaate"
some people are breaking your car.,"Kuch log tumhari gaadi tod rahe hain.
Met guy: Tornado.","कुच लोग तुम्हारी गाड़ी तोड़ रहे हैं.
मेट गाय: टोर्नाडो.",कुछ लोग आपकी गाड़ी तोड़ रहे हैं।,kuchha log aapaki gaadi tod rahe hain.
come to calcutta also . . book fair also happens here,calcutta bhi aao yaar .  .  . yaha bhi to book fair hota hai,कलकत्ता भी आओ यार .  .  . याहा भी तो बुक फेयर होता है,कलकत्ता भी आओ.. यहाँ पुस्तक मेला भी लगता है।,kalkatta bhi aao.. yahan pustak mela bhi lagata hai.
i used to forget my homework at home all the time.,hehehe .  .  .  mai to aksar homework ghar pe bhul jati thi,हेहेहे .  .  .  मई तो अक्सर होमवर्क घर पे भूल जाती थी,मैं हर समय घर पर अपना गृहकार्य भूल जाता था।,main hear samay ghar per apna grihakarya bhool jaataa tha.
sent you a message in the evening. seek love not alcohol,"shaam ko message kiya tha. Pyar dekho, Sharab nahi. Uff.","शाम को मैसेज किया था. प्यार देखो, शराब नही. उफ्फ।",शाम को आपको एक संदेश भेजा. शराब नहीं बल्कि प्यार की तलाश करें,sham coo aapko ack sandesh bheja. sharab nahin bulky pyaar key talash karein
"retweet @ErNayansingh : there are many disadvantages of being engineer as well as tall , you never know whether the girl next door is calling you to repair the fan or affix a bulb.","RT @ErNayansingh : Engineer plus tall hone ke bahut Disadvantage hain , you never know baaju waali Fan theek karne bula ri hai ya Bulb lagaanâ€¦","आरटी @एर्नयनसिंह : इंजीनियर प्लस टॉल होने के बहुत डिसएडवांटेज हैं , यू नेवर नोव बाजू वाली फैन ठीक करने बुला री है या बल्ब लगानâ€¦","रीट्वीट @ErNayansingh: इंजीनियर होने के साथ-साथ लंबा होने के भी कई नुकसान हैं, आप कभी नहीं जानते कि बगल की लड़की आपको पंखे की मरम्मत के लिए बुला रही है या बल्ब लगाने के लिए।","retweet @ernayansingh: engineer honey key saath-saath lamba honey key bhi kaee nuksan hain, aap kabhi nahin jaanate kii bagel key ladki aapko pankhe key marammat key lie bulaa rahee hai yaa bulb lagaane key lie."
Respected sir today you are hope of all nation ...you have shown a new dawn to the people...now let the sunshine appear...,Respected sir aap aaj pure Bharat ki ummid ho ...ek naya savera aapne hi janta ko dikhaya he...ap dhup bhi nikaliye...,रिस्पेक्टेड सिर आप आज पूरे भारत की उम्मीद हो ...एक नया सवेरा आपने ही जनता को दिखाया हे...एपी धूप भी निकलिए...,"आदरणीय महोदय, आज आप सभी राष्ट्र की आशा हैं... आपने लोगों को एक नई सुबह दिखाई है... अब धूप निकलने दें।","aadaraniya mahodaya, aaj aap sabhi rashtra key aashaa hain... aapane logon coo ack nayi subah dikhai hai... ab dhoop nikalane dein."
"@PoojaMissra bihar will change, spring will come #GoodByeNitishKumar",@PoojaMissra Badlega Bihaar Aayegi Bahaar #GoodByeNitishKumar,@पूजामिस्र बदलेगा बिहार आएगी बहार #गुडबाइनिटिशकुमार,"@PoojaMissra बिहार बदल जाएगा, वसंत आएगा #GoodByeNitishKumar","@poojamissra bihaar badal jayega, vasant aayega #goodbyenitishkumar"
@imcomplicated__  the light addictiveness of your eyes for which your sight is to blame got me started on how to drink alcohol.,"@imcomplicated__ ye jo halka halka suroor hai, ye teri nazar ka kusoor hai...ke sharaab peena sikha diya","@इमकॉम्प्लिकेटेड__ ये जो हल्का हल्का सुरूर है, ये तेरी नज़र का कुसूर है...के शराब पीना सिखा दिया","@imcomplicated__ आपकी आँखों की हल्की लत, जिसके लिए आपकी दृष्टि दोषी है, ने मुझे शराब पीने के बारे में बताया।","@imcomplicated__ aapaki aankho key halki lata, jisake lie aapaki drishti doshi hai, nay mujhe sharab peene key baare main bataaya."
you have gifted creativity and imagination . good one !,you have gifted creativity and imagination .  .  .  .  good one !,यू हेव गिफ्टेड क्रिएटिविटी एंड इमेजिनेशन .  .  .  .  गुड ओने !,आपके पास रचनात्मकता और कल्पनाशीलता है। अच्छा!,aapke paas rachnaatmaktaa our kalpanashilta hai. achcha!
@SRKswarrior1 i am just telling you what intolerance is. you work and live here but then also you don't have mental peace. rest you are sensible.,".@SRKswarrior1 bas bata raha hu intolerance kya hota hai.. Yaha kama kha rahe hai aaraam se usme bhi chain nahi..

Baki tu samajdaar hai",".@सर्क्सवारियर१ बस बता रहा हू इंटॉलरेंस क्या होता है.. याहा कामा खा रहे है आराम से उसमे भी चैन नही..

बाकी टू समजदार है",@SRKswarrior1 मैं सिर्फ आपको बता रहा हूँ कि असहिष्णुता क्या है. आप यहाँ काम करते हैं और रहते हैं लेकिन फिर भी आपको मानसिक शांति नहीं मिलती है. बाकी आप समझदार हैं।,@srkswarrior1 main sirf aapko bata rahaa hoon kii asahishnuta kya hai. aap yahan kaam karate hain our rehte hain lekin fir bhi aapko mansik shanti nahin milti hai. baaki aap samajhadaar hain.
"@RowdyTalks definitely bro, bad company would be needed.","@RowdyTalks zaroor bhai, bad company toh chahiye hogi saath mein. :D","@राउडीताल्क्स ज़रूर भाई, बाद कंपनी तोह चाहिए होगी साथ में. :डी","@RowdyTalks निश्चित रूप से भाई, खराब कंपनी की आवश्यकता होगी।","@rowdytalks nishchit roop say bhaai, kharab company key aavashyakta hogi."
@ Sashish @ sambha_ is not a rooftop count. Play on the roof,@c_aashish @sambha_bhilane chhat(rooftop) wala nahi count hai. Chhat par joh khelte hain,@सी_आशीष @संभा_भिलने छत(रूफटॉप) वाला नही काउंट है. छत पर जोह खेलते हैं,@सशिश @साम्बा _ छत पर गिनती नहीं है। छत पर खेलते हैं।,@sashish @samba _ chhath per ginati nahin hai. chhath per khelate hain.
"@ daddy_sam @ ramprasad_s eats ten shoes, still lulz take my photo from us",@daddy_san @ramprasad_c das joote khate hain humse phir bhi mera photo utha let hain lulz,@डैडी_सन @रामप्रसाद_सी दस जूते खाते हैं हमसे फिर भी मेरा फोटो उठा लेट हैं लुल्ज,"@डैडी _ सैम @रामप्रसाद दस जूते खाते हैं, फिर भी हम से मेरी तस्वीर लेते हैं","@daddy _ saim @ramprasad dasa joote khaate hain, fir bhi humm say merry tasveer lete hain"
both medicine and alcohol should be taken together.,Dawa aur daru dono saath main lene chahiye kya?,दावा और दारू डोनो साथ मैं लेने चाहिए क्या?,दवा और शराब दोनों को एक साथ लेना चाहिए।,dawa our sharab dono coo ack saath lena chaahiye.
@anti_virus_accha ! yes free boy,@anti_virus_ Accha ! Haan Wella Banda,@अंति_वायरस_ अच्छ ! हाँ वेला बांदा,@anti_virus_accha! हाँ मुक्त लड़का,@anti_virus_accha! haan mukt ladka
@Rialisticme can you not see the happiness on the face of a poor girl?,@Rialisticme ek bechare ladke ki khushi nahi dekhi jaati tumse?,@रियालिस्टिकमे एक बेचारे लड़के की खुशी नही देखी जाती तुमसे?,@Rialisticme क्या आप एक गरीब लड़की के चेहरे पर खुशी नहीं देख सकते हैं?,@rialisticme kya aap ack garib ladki key chehare per khushi nahin dekh sakate hain?
we used to fight a lot over chalk during our times,chalk ki bahut mara mari thi apne time mein .  .  .,चाल्क की बहुत मारा मारी थी अपने टाइम में .  .  ।,हम अपने समय में चाक को लेकर बहुत लड़ते थे,humm apane samay main chaak coo lakers bahut ladate they
firstly ended congress party now its turn for samajwadi party. #RahulGandhi,Pehle Congress party ko khatam kiya ab samajwadi party ki baari hai !! #RahulGandhi,पहले कांग्रेस पार्टी को खतम किया अब समाजवादी पार्टी की बारी है !! #राहुलगांधी,सबसे पहले कांग्रेस पार्टी का अंत हुआ और अब समाजवादी पार्टी की बारी है।,sabse pehle congress party kaa ant hua our ab samajwadi party key baari hai.
"Rahane's mom: ""dont send my son with virat kohli for batting. he is learning abusive language""","Rahane's mom: ""Mere bacche ko Kohli ke saath batting na bheja kariya. Gaali galoch seekh raha hai""","रहने'एस मोम: ""मेरे बच्चे को कोहली के साथ बैटिंग ना भेजा करिया. गाली गलोच सीख रहा है""","रहाणे की माँः ""मेरे बेटे को विराट कोहली के साथ बल्लेबाजी के लिए मत भेजो. वह अपमानजनक भाषा सीख रहा है""","rahaane key maanh ""mere bete coo virat kohli key saath ballebaji key lie mutt bhejo. wah apmaanjanak bhasha seekh rahaa hai"""
@AdvancedMaushi tears and proverbs come out of a broken heart @oxymoronic_me,@AdvancedMaushi Toote hue dil se bas aansu aur shayari nikalti hai @oxymoronic_me,@एडवांस्डमौशी टूटे हुए दिल से बस आंसू और शायरी निकलती है @ऑक्सीमोरोनिक_मे,@AdvancedMaushi टूटे हुए दिल से आँसू और कहावतें निकलती हैं @oxymoronic_me,@advancedmaushi toote hue dill say aansuu our kahaavaten nikalati hain @oxymoronic_me
@scratchysingh even I am crying in the same sadness brother,@scratchysingh min issi gam mein ro rah hu bhai,@स्क्रैचीसिंह मिन इस्सी गैम में रो रह हू भाई,@scratchysingh यहाँ तक कि मैं भी उसी दुख में रो रहा हूँ भाई,@scratchysingh yahan tuck kii main bhi usee dukh main row rahaa hoon bhaai
#SakshiMaharajMovies Karan Arjun Ramesh Suresh,#SakshiMaharajMovies Karan Arjun Ramesh Suresh,#साक्षीमहाराजमूवीज कारण अर्जुन रमेश सुरेश,#SakshiMaharajMovies करण अर्जुन रमेश सुरेश,#sakshimaharajmovies karann arjun ramesh suresh
it is important to bane #TripleTalaq nowadays ... nowadays people use it for their own advantage,#TripleTalaq Pe ban Bahot jaruri he Aaj ke zamaane me ... Galat Fayda utha rahe he Aaj kal ke log iska ...,#ट्रिपलतलक पे बन बहोत जरूरी हे आज के ज़माने मे ... गलत फायदा उठा रहे हे आज कल के लोग इसका ...,आजकल #TripleTalaq पर प्रतिबंध लगाना महत्वपूर्ण है... आजकल लोग इसे अपने फायदे के लिए उपयोग करते हैं।,aajkal #tripletalaq per pratibandh lagana mahatvapurna hai... aajkal log ise apane faayade key lie upayog karate hain.
"@balliawalebaba We are great, baba. How are you?",@balliawalebaba hum to badhiya hai BaBa.. Aap kaisen ho,@बल्लियावालेबाबा हम तो बढ़िया है बाबा.. आप कैसें हो,@balliawalebaba हम बहुत अच्छे हैं बाबा। आप कैसे हैं?,@balliawalebaba humm bahut achche hain baba. aap kaise hain?
@Fussy_Ca wake up with who you sleep.,@Fussy_Ca jiske saath so.. Usi ke saath utho,@फसी_सीए जिसके साथ सो.. उसी के साथ उठो,"@Fussy_Ca आप किसके साथ सोते हैं, उसके साथ जागो।","@fussy_ca aap kisake saath sote hain, usake saath jaago."
do you have a girlfriend?,teri bhi koi makkarroma hai ?,तेरी भी कोई मक्कर्रोमा है ?,क्या आपकी कोई प्रेमिका है?,kya aapaki koi premika hai?
