hinglish,hinglish_dev,english,english_pred
l ki power ?mujhe laga s ki power best thi :p,एल की पावर ?मुझे लगा एस की पावर बेस्ट थी :प,The power of 'i'? i thought the power of 's' was the best  :p,l's power? i thought s power was the best thief
RT @Pree_Preethi_ : @mr_khiladi24 accha thik h all the best bhai Fad k aao ðŸ˜‚,आरटी @प्री_प्रीति_ : @एमआर_खिलाडी२४ अच्छ थिक ह अल्ल थे बेस्ट भाई फड़ के आओ ðÿ˜‚,"retweet @Pree_Preethi_ : @mr_khiladi24 okay, it's alright. all the best brother. break a leg.","RT @प्री_प्रीति_: @एमआर_खिलाडी24 It's good, all the best brother, come here."
@iamsonisinghal bina paise ke celebrity kaha dekhe hai aapna..batana zara,@आईएएमसोनीसिंहल बिना पैसे के सेलिब्रिटी कहा देखे है आपना..बताना ज़रा,@iamsonisinghal where have you seen a celebrity without money? please show...,@आईएएमसोनीसिंहल Where have you seen celebrities without money..
"Kaise kahein hum, pyar ne humko kya kya khel dikhayehttps://twitter.com/BabajiKiiBooty/status/738810553469173764 …","कैसे कहें हम, प्यार ने हमको क्या क्या खेल दिखायेहट्टप्स://ट्विटर.कॉम/बाबाजीकीबूटी/स्टेटस/७३८८१०५५३४६९१७३७६४ …","how do i tell you, what all games have love shown me https://twitter.com/babajikiibooty/status/738810553469173764â â€","how can we say, what games did love show us https: / / twitter. com / babajikibooti / status / 738810553469173764..."
@Phrustated thanks bhai :),@फ्रस्टेटेड थैंक्स भाई :),@Phrustated thanks brother.,@फ्रस्टेटेड Thank you brother:)
i want jenelle to come over tomorrow .  i need someone to watch netflix and eat mac &amp,आई वांट जेनेले तो कोम ओवर टॉमोरो .  आई नीड सोमियोन तो वॉच नेटफ्लिक्स एंड ईट मैक &एएमपी, cheese with .  .,i want janelle to come over tomorrow. i need somione to watch netflix and eat mac and amp
tumko arakshan k siwa kuch soojhta hai ?  ?  ?,तुमको आरक्षण के सिवा कुच सूझता है ?  ?  ?,Do you think about anything other than reservation?,What do you think except reservation??
guddu ko india's best dramebaaz 2 k auditions me jana chaiye .  .  q guddu,गुड्डू को इंडिया'एस बेस्ट ड्रामेबाज २ के ऑडिशंस मे जाना चैये .  .  क्यू गुड्डू,guddu should go for auditions of  india's best dramebaaz 2. do you agree guddu?,guddu wanted to go for auditions of india's best dramebaaz 2. why guddu
kaafi dino baad nazar aaya udbulaao .  .  . lgta h south africa jake aaya h #badlapur_aka_layak :p,काफी दिनो बाद नज़र आया उद्बुलाओ .  .  . लगता ह साउथ अफ्रीका जाके आया ह #बदलापुर_अका_लायक :प,"i saw you after a long time udbulaao, seems like you have cme from south africa #badlapur_aka_layak",After many days I saw Udbulao.. it seems that he has come to South Africa.
Shivji Ki Savari #vadodara #MahaShivratri #Shivratri P.C : Jaimin Soni http://t.co/JyG8mlJEcL,शिवजी की सवारी #वडोदरा #महाशिवरात्रि #शिवरात्रि प.सी : जैमिन सोनी एचटीटीपी://टी.सीओ/जिग८एमएलजेईसीएल,shiva's ride #vadodara #MahaShivratri #Shivratri p.c. : jaimin soni http://t.co/JyG8mlJEcL,shivji's ride #वडोदरा #महाशिवरात्रि #शिवरात्रि p. c: jammin soni http: / / t. co / zig8mlJECL
@Mojitowali tum bhi shy ho kya?,@मोजितोवाली तुम भी शी हो क्या?,@Mojitwali are you also shy?,@मोजितोवाली Are you Shi too?
bhai mario me bhi unlimited 1ups milte the .  .  kachue ko seedi se sata k uske upar koodte raho .  .  1up milte rehte the :p :p :p :p,भाई मारियो मे भी अनलिमिटेड १अप्स मिलते थे .  .  कछुए को सीडी से सता के उसके उपर कूदते रहो .  .  १उप मिलते रहते थे :प :प :प :प,brother even in  mario we used to get 1ups unlimited. treat the tortoise like a ladder and jump off it. you'd still get 1 ups.,brother mario also used to get unlimited 1ups.. keep torturing the tortoise with the ladder and keep jumping on it...
@peachypiscean Hindu hai him watan hai Hindustan hamara.,@पीचीपिसियन हिंदू है हिम वतन है हिंदुस्तान हमारा।,"@peachypiscean we are hindu, india is our country",@पीचीपिसियन Hindus are our homeland.
@YearOfRat shaadi ka laddoo sir.. Jo khaye wo bhi pachtaaye aur jo na khaye wo bhi,@यीयरोफ्रैट शादी का लड्डू सिर.. जो खाए वो भी पछताए और जो ना खाए वो भी,@YearOfRat sweet of marriage sir.. those who eat it will regret and those who haven't will also regret.,@यीयरोफ्रैट Ladoo sir of marriage.. those who eat also repent and those who do not eat also
Aur ye bank wale.. 1 ghante ka kaam 2 din me karte hai.  Saale no 1 aalsi log.. Inko kis baat ki chutti be..,और ये बैंक वाले.. १ घंटे का काम २ दिन मे करते है.  साले नो १ आलसी लोग.. इनको किस बात की छुट्टी बे..,these bank employees they take 2 hour to complete a task of 1 hour number 1 lazy. why should they get holiday..,And these bankers.. they do 1 hour work in 2 days.. no 1 lazy people.. what holiday do they have..
@drpoonam iphone 6s mujhe bhej dena,@दर्पूनम आईफोन ६एस मुझे भेज देना,@drpoonam send me an iphone 6s,@दर्पूनम send me iphone 6s
"Ab toh aur bhi mehenga ho gayaa ""hoga #GST ke highest slab mein rakha hoga","अब तोह और भी महंगा हो गया ""होगा #जीएसटी के हाइस्ट स्लैब में रखा होगा","Now it becomes even more expensive ""will be placed in the highest slab of #Gast","Now you have become even more expensive, you must have been kept in the highest slab of #जीएसटी"
mummy tea mein masala daal dena is cnfsr ne paka diya  .  .  .  #boaring,मम्मी टीईए में मसाला डाल देना इस सीएनएफएसआर ने पका दिया  .  .  .  #बोरिंग,mother put some masala in the tea. i got really bored in that conference.,mummy put masala in the tea and this cnfsr cooked it..
@Being_Humor Chalte.. Chalte.. Gum kaha raaste ho gaye.,@बेइंग_ह्यूमर चलते.. चलते.. गुम कहा रास्ते हो गये।,@Being_Humor walking.. walking.. where did the ways get lost?,@बेइंग_ह्यूमर chalte. chalte. gum kaha raste ho gaye.
kachua sir weekend par gaye hain kya ?,कछुआ सिर वीकेंड पर गये हैं क्या ?,has kachua sir gone on a weekend?,Have you gone to the weekend?
Aur yahan ek month ke education loan ki EMI pay na karo toh call aa jata hai ! -_- #PNBFraud,और यहां एक मोंठ के एजुकेशन लोन की ईएमआई पे ना करो तोह कॉल आ जाता है ! -_- #पीएनबीफ्रॉड,and here if you do not pay one month emi loan then you recieve a call !#PNBFraud,"And don't pay one month's education loan EMI here, you get a call! - _ - #पीएनबीफ्रॉड"
@basantiiii Koo tumhe ye sab bhi chalu kar diya.. Chalo achcha hai ,@बसंती कू तुम्हे ये सब भी चालू कर दिया.. चलो अच्छा है,),@बसंती ku you have also turned on all this.. it's good.
@balliawalebaba hahaha.. Ab aaye ho to kuch kaam bhi karlo,@बल्लियावालेबाबा हाहाहा.. अब आये हो तो कुच काम भी कार्लो,"@balliawalebaba hahaha.. now that you have come, do some work.","@बल्लियावालेबाबा Hahaha.. if you have come now, then do some work as well."
"not to be overlooked by sandy ,  a summery mid-upper 70s with sunshine today in cny .  record high of 79 set in buffalo .  more warmth friday !","नोट तो बे ओवरलुक्ड बी सैंडी ,  आ समरी मिड-अपर ७०एस विथ सनशाइन तोड़े इन सीएनआई .  रिकॉर्ड हाई ओएफ ७९ सेट इन बफलो .  मोरे वार्म्थ फ्राइडे !","not to be overlooked by sandy ,  a summery mid-upper 70s with sunshine today in cnn.  a record high of 79 degress farhenheit set in buffalo .  more warmth is expected on friday !","Note to be overlooked by sandy, a summary mid-upper 70s with sunshine broken in cni. record high of 79 set in buffalo. more warmth friday!"
RT @sharma11ashish1 : SC rejects the petition of the 9 rebel Cong MLAs . The MLAs cant vote in tomorrow's floor test in Uttarakhand . @shailesh,आरटी @शर्मा११आशीष१ : एससी रिजेक्ट थे पिटीशन ओएफ थे ९ रेबेल कॉन्ग मालास . थे मालास कैंट वोट इन टॉमोरो'एस फ्लोर टेस्ट इन उत्तराखंड . @शैलेश,retweet @sharma11ashish1 : supreme court rejects the petition of the 9 rebel Congress MLAs . The MLAs can not vote in tomorrow's floor test in Uttarakhand . @shailesh,RT @शर्मा11आशीष1: SC rejects the petition of the 9 rebel Cong Malas. The Malas can't vote in tomorrow's floor test in Uttarakhand. @शैलेश
your all updates are just so awesome .  .  !  !  !  !,यूर अल्ल अपडेट्स अरे जस्ट सो अवेसम .  .  !  !  !  !,your all updates are just so awesome,you all updates are just so awesome..!!
@HaramiParindey hahahaha bhai tu meri kitni baat mannta hai  #NewProfilePicture,@हरामीपरिंदे हहहहा भाई टू मेरी कितनी बात मन्नता है  #न्यूप्रोफाइलपिक्चर,@HaramiParindey haha brother you agree with me a lot. #NewProfilePicture,"@हरामीपरिंदे Hahahaha brother, how much do you believe me #न्यूप्रोफाइलपिक्चर"
"Rahul Gandhi iss duniya me sirf teen cheezo ke liye aaye hai

1. Entertainment 
2. Entertainment 
3. Entertainment","राहुल गांधी आईएस दुनिया मे सिर्फ तीन चीज़ो के लिए आये है

१. एंटरटेनमेंट 
२. एंटरटेनमेंट 
३. एंटरटेनमेंट","Rahul gandhi has just come in the world for three mere things. 

1 Entertainment. 
2. Entertainment 
3. Entertainment",Rahul Gandhi has come to this world for only three things 1. Entertainment 2. Entertainment 3. Entertainment
Mashup jo chhu jaye aapke dil ko ..,मैशअप जो छू जाए आपके दिल को ..,mashup which touches your heart..,Mashup that touches your heart..
"Long drive pe chal chal, long drive pe chal chal, chal mere naal soniye ni mere naal soniye","लॉन्ग ड्राइव पे चल चल, लॉन्ग ड्राइव पे चल चल, चल मेरे नाल सोनिये नी मेरे नाल सोनिये","come for long drive, come for long drive, come with me preety(girl) with me.","Go on a long drive, go on a long drive, come on my soniye or my soniye."
"Ayurvedic jadibootiyon se bana sampoorna swadeshi, Vicco Vajradanti","आयुर्वेदिक जड़ीबूटियों से बना संपूर्ण स्वदेशी, विको वज्रदंती","Whole indigenous made of Ayurvedic herbs, Vicko Vajradanti","Veeco Vajradanti, made with Ayurvedic herbs, is completely indigenous."
@MePurplelicious aur ek majnoo ghayal :p,@मेपुरप्लेलिशियस और एक मजनू घायल :प,@Mepurplelicious and one lover injured: p,@मेपुरप्लेलिशियस and one Majnu injured:
"RT @faisals97069761 : Unbelievable OLD RATE WAS 315 AND NEW RATE IS 508 , KOE HAI JO EN COMPANIES KO LAGAM DAL SAKAI https://t.co/NTkePqE8FP","आरटी @फैसलों९७०६९७६१ : अनबिलीवेबल ओल्ड रेट वास ३१५ एंड न्यू रेट इस ५०८ , कोए है जो ईएन कंपनीज को लगाम दल सकाई एचटीटीपीएस://टी.सीओ/एनटीकेईपीके८एफपी","rt @faisals97069761 : unbeleievable old rate was 315 and new rate is 508, is anyone here who can put a leash on english companies https://t.co/NTkePqE8FP","RT @फैसलों97069761: Unbelievable old rate was 315 and new rate is 508, who is able to rein in these companies https: / / t. co / ntKePk8fp"
"@Ra_Bies Sab achhe hote hai. :-/
Serious nahi hote","@रा_बाइस सब अछे होते है. :-/
सीरियस नही होते","@Ra_Bies Sab be good.
don't be serious",@रा_बाइस All are good.: - / Not serious
Ye Nam(um}keen hai,ये नाम(उम}कीन है,this is impossible,This name is (um) Keen
@ek_samosa_dena kyu? Because Sachin Ramesh Tendulkar,@एक_समोसा_देना क्यू? बेकाउस सचिन रमेश तेंदुलकर,Why a @samosa_dena? Bikose Sachin Ramesh Tendulkar,@एक_समोसा_देना Why? Becaus Sachin Ramesh Tendulkar
"Bhai #kohli yar phir se runout mat karwa diyo #RohitSharma ko Australia ke players ko laga kar thikane "" Rahane ke khel me dikha he cricket ka bhagwan","भाई #कोहली यार फिर से रनआउट मत करवा दियो #रोहितशर्मा को ऑस्ट्रेलिया के प्लेयर्स को लगा कर ठिकाने "" रहने के खेल मे दिखा हे क्रिकेट का भगवान","brother #kohli, don't make #RohitSharma runout. make australia lose the game. rahane's game made him god of cricket",Brother #कोहली please don't make the #रोहितशर्मा run out again by putting the players of australia in the game of stay.
#WhatMothersWant JOOTE GHAR KE BAAHAR NIKAALO,#व्हाटमदर्सवांट जूते घर के बाहर निकालो,#WhatMothersWant open the shoes outside the house,#व्हाटमदर्सवांट Take your shoes out of the house
@anaulhaq lekin kaptan nahi tha,@अनौलहक लेकिन कप्तान नही था,@anaulhaq but there wasn't any captain ,@अनौलहक But he was not the captain.
Wow yar Pakistani khawateen to kaam ki nikleen ! Congratulations Pakistani Women .,वो यार पाकिस्तानी खवातीन तो काम की निकलीन ! कांग्रेचुलेशंस पाकिस्तानी वूमेन ।,wow pakistani womankind turned out to be useful thing ! congratulation pakistani women.,woh pakistani khawatein toh kaam ki niklein! congrats pakistani women.
Paise ke liye @KapilSibal aur Vote Bank ke liye @INCIndia Apne maa ka bhi #TripleTalaq accept kar lenge,पैसे के लिए @कपिल्सिबल और वोट बैंक के लिए @इंसिंडिया अपने मा का भी #ट्रिपलतलक एक्सेप्ट कर लेंगे,for money @KapilSibal and for vote bank @INCIndia will accept it's mother's #TripleTalaq ,for money @कपिल्सिबल and for vote bank @इंसिंडिया will accept your mother also #ट्रिपलतलक
"@RowdyTalks zaroor, done hai. DM par bhejta rahunga handles :P","@राउडीताल्क्स ज़रूर, डोन है. डीएम पर भेजता रहूंगा हैंडल्स :प","@RowdyTalks definitely, its done. i will keep sending handles on direct messages","@राउडीताल्क्स Sure, it's a don. I'll keep sending it on dm."
@Leopard212 @semubhatt crisp aalu bhajia&vada paav Mumbai 100 Delhi 10,@लियोपार्ड२१२ @सेमुभट्ट क्रिस्प आलू भजिया&वादा पाव मुंबई १०० डेल्ही १०,@Leopard212 @semubhatt crispy aalu bhajia in delhi & vada paav in mumbai,@लियोपार्ड212 @सेमुभट्ट Crisp Aloo Bhajia & Vada Pav Mumbai 100 Delhi 10
"guddu's sir: penalty kick  "" master ""  hai ky  ?  :p","गुड्डू'एस सिर: पेनल्टी किक  "" मास्टर ""  है की  ?  :प","guddu's sir: is he the penalty kick  "" master "" ?","guddu's sir: is penalty kick ""master ""?: p"
"sugam bhaiiii ,  ye harampana kitni baar kiya hai koi ginti hi nai .  .  :p","सुगम भाई ,  ये हरामपना कितनी बार किया है कोई गिनती ही नई .  .  :प","sugam brother, how many time did you do this stupidness theres no count","Sugam bhai, how many times have you done this harampana, there is no count."
#India kewal #Pakistan ko dhamki deta hye .. aur ye dekho #Trump ko !,#इंडिया केवल #पाकिस्तान को धमकी देता हाई .. और ये देखो #ट्रंप को !,"#India can only threaten #Pakistan, and look at #Trump!",#इंडिया only threatens #पाकिस्तान. and look at this #ट्रंप!
"Left liberal's house:
Boy is born: Mubarak ho ladka hua hai
Girl is born: Mubarak ho victim card hua hai","लेफ्ट लिबरल'एस हाउस:
बॉय इस बोर्न: मुबारक हो लड़का हुआ है
गर्ल इस बोर्न: मुबारक हो विक्टिम कार्ड हुआ है","left liberal's house:
boy is born: congratulations, a boy is born.
girl is born: congratulations, a victim card is born.",left liberal's house: boy is born: happy boy is born girl is born: happy victim card is born
@Miss_Ankiita oh haan.. unka bhi kuch imaan hota hai.. ye to.. nevermind,@मिस_अंकित ओह हाँ.. उनका भी कुच इमान होता है.. ये तो.. नेवरमाइंड,@miss_ankiita oh yes . . they also have some respect . . nevermind,@मिस_अंकित oh yes.. they also have good faith.. this is it.. nevermind
@raggedtag jo maine kiya hai </3,@रैगेडटैग जो मैने किया है </३,@raggedtag What I have done.,@रैगेडटैग which i have done < / 3
#stamps the u . s .  postal service made a special delivery saturday at the l . a .  times festival of books' poetry sta .  .  .  http/URL,#स्टैम्प्स थे उ . एस .  पोस्टल सर्विस मेड आ स्पेशल डिलिवरी सतुर्दय एट थे एल . आ .  टाइम्स फेस्टिवल ओएफ बुक्स' पोएट्री स्टा .  .  .  एचटीटीपी/उर्ल, #stamps the u.s. postal service made a special delivery saturday at the l.a. times festival of books' poetry stage .  .  .  http/URL,#स्टैम्प्स The U.S. Postal Service made a special delivery Saturdaya at the L.A. Times Festival of Books'Poetry sta... http / URL
"Gully cricket chal raha hain yaha "" ( Soniya ) Gandhi ""","गुली क्रिकेट चल रहा हैं याहा "" ( सोनिया ) गांधी """,gully cricket is going on here. soniya gandhi,"Gully cricket is going on, which is (Sonia) Gandhi."
Priyanka Sir Rajnikanth ki beti hai ??? https://twitter.com/ZoomTV/status/738633876440907778Â â€¦,प्रियंका सिर रजनीकांत की बेटी है ??? एचटीटीपीएस://ट्विटर.कॉम/जूमटीवी/स्टेटस/७३८६३३८७६४४०९०७७७८â â€¦,Priyanka Sir Rajnikanth ki beti hai ??? https://twitter.com/ZoomTV/status/738633876440907778…,Priyanka sir is rajnikant's daughter? https: / / twitter. com / zoomtv / status / 738633876440907778â €œâ €
@awk_doc tanki pe.. Mujhe hug karte hue@iamGunjanGrunge,@आवक_डॉक टंकी पे.. मुझे हग करते हुए@इयामगुंजांगरुंगे,@awk_doc while hugging me over the tank @iamGunjanGrunge,@आवक_डॉक on the tank.. hugging me @इयामगुंजांगरुंगे
@friendlii_ghost oho Kurla ka naam lekar.. Poore TL par badboo failaa di.. Ab TL ko nahana padega,@फ्रेंडली_घोस्ट ओहो कुर्ला का नाम लेकर.. पूरे टीएल पर बदबू फैला दी.. अब टीएल को नहाना पड़ेगा,"@friendlii_ghost In the name of gargle, you made it stink all over the TL. Now TL has to take a bath.","@फ्रेंडली_घोस्ट Oh, by taking Kurla's name.. by spreading stink all over TL.. now TL will have to take bath"
mai to family k sath tv hi dekh rhi hu new year eve me .  .  sbse mast new year celebration  .  .  .  .  .  :-d,मई तो फैमिली के साथ टीवी ही देख रही हू न्यू यर ईव मे .  .  एसबीएसई मस्त न्यू यर सेलिब्रेशन  .  .  .  .  .  :-डी,i am watching tv with my family on the new year eve. it's the best of all new year celebration.,i am watching tv with my family on new year's eve...
Whr R those #Haters who said end is near 4 #Dhoni .?,डब्ल्यूएचआर आर ठोसे #हेटर्स व्हो सैद एंड इस नियर ४ #धोनी .?,where are those #Haters who said end is near for #Dhoni ?,where is near 4 #धोनी.?
Says the man jis ke tenure mein saare rape aur murders ke culprits ko sazaa ho chuki hai !!,सेस थे मन जिस के टेन्योर में सारे रेप और मर्डर्स के कल्प्रिट्स को सज़ा हो चुकी है !!,says the man in whose tenure all the rape and murder culprits have been punished !!,Ses the man under whose tenure all the rape and murderers have been punished!!
Sehwag > Shikhar Dhawan + Rohit Sharma,सहवाग > शिखर धवन + रोहित शर्मा,sehwag is greater than shikhar dhawan and rohit sharma combined,Sehwag > Shikhar Dhawan + Rohit Sharma
"RT @BehanHunTeri : Salman aur mujh me b ek cheez common hai "" Understanding "" :))","आरटी @बेहनहुंटेरी : सलमान और मुझ मे बी एक चीज कॉमन है "" अंडरस्टैंडिंग "" :))",reply to @Bahnahnteri: salman and i have one thing in common is understanding,"RT @बेहनहुंटेरी: salman and i have one thing in common ""understanding"":))"
@DiwakarKothari_ kaat ke kha gaya iska,@दिवाकरकोठारी_ काट के खा गया इसका,@DiwakarKothari_ cutted his and ate ,@दिवाकरकोठारी_ It was cut and eaten.
@Insane_chorri aur WA pe likha hai 'Aamchi Mumbai'  @DefucktiveHumor @Gott_Partikel @AdrianaVecc,@इंसाने_चोरी और वा पे लिखा है 'आमची मुंबई'  @डिफक्टिवह्यूमोर @गॉट_पार्टिकल @एड्रियानावेक,@Insane_chorri our mumbai is written on wa.  @DefucktiveHumor @Gott_Partikel @AdrianaVecc,@इंसाने_चोरी and on the left is written'Amchi Mumbai'@डिफक्टिवह्यूमोर @गॉट_पार्टिकल @एड्रियानावेक
Bahut khoob bahut khoob bahut khoobhttps://twitter.com/ANI_news/status/833899453224538112Â â€¦,बहुत खूब बहुत खूब बहुत खूभट्टप्स://ट्विटर.कॉम/आनी_न्यूज/स्टेटस/८३३८९९४५३२२४५३८११२â â€¦,"very good, very good, very good https://twitter.com/ANI_news/status/833899453224538112Â â€¦",Very very very very very very very happy: / / twitter. com / Annie _ News / status / 833899453224538112â €œâ €
Ek channel par #GST par debate dekh rahan hoon samaj mein nahi as Rahe hai desh par #GST laga hai ya #EMERGENCY.,एक चैनल पर #जीएसटी पर डिबेट देख रहन हूँ समाज में नही एएस रहे है देश पर #जीएसटी लगा है या #इमरजेंसी।,i can not understand if it is #GST or #emergency,"I am watching the debate on #जीएसटी on a channel, they are not coming to the society, they have put #जीएसटी on the country or #इमरजेंसी."
kasli chaavat aahes gat tu :(,कसली चावट आहेस गत टू :(,you are so mischievous.,what kind of cheat are you last to: (
@someUSER you have a top 5 sg with 2 6th men .  and you left off monta ellis,@सोम्यूजर यू हेव आ टॉप ५ एसजी विथ २ ६थ में .  एंड यू लेफ्ट आफ मोंटा एलिस,@someUSER you have a top 5 sg with 2 6th men and you left off monta ellis.,@सोम्यूजर you have a top 5 sg with 2 in the 6th. and you left of monta ales
@Ojasism  hum bhi kabhi celeb banenge. 10-12 saal ke baad,@ओजसिज्म  हम भी कभी सेलेब बनेंगे. १०-१२ साल के बाद,@Ojasism  sometime even we would be celebrity. after 10-12 years.,@ओजसिज्म we will also become celebs sometime. 10-12 after a year
@aanchalator paisa bolta hai,@आंचलतोर पैसा बोलता है,@aanchalator money speaks,@आंचलतोर money speaks
Jisko jis issue par outrage karna hai karne do. Tunhara kaunsa phuphi ka kutta mara ja raha hai.,जिसको जिस इश्यू पर आउटरेज करना है करने दो. तुनहारा कौंसा फूफी का कुत्ता मारा जा रहा है।,who so ever wants to outrage on whichever issue let them. your aunt's dog is not dying,"Whoever wants to outrage on the issue, let them do it. you are being killed by a stray dog."
@_EatBurpRepeat Salmab ne tere baap ke upar gaadi chadayee hoti.  Tab bhi yehi bola ?,@_ईटबरप्रीपीट सलमाब ने तेरे बाप के उपर गाड़ी चढ़ाई होती.  तब भी येही बोला ?,"@_EatBurpRepeat if salman had run his car over your dad, would you say the same?",@_ईटबरप्रीपीट salmab would have run over your father. did he say the same thing?
Ya allah ap abhi tak nahi aye salman :(,या अल्ला एपी अभी तक नही आये सलमान :(,"oh god salman, you did not come yet",or allah he hasn't come yet salman: (
sahi h ekdum .  .,सही ह एकदुम .  ।,Perfect.,Right.
"back to normal routine , dala chawal roti for BediJi #BJP #AAPSweep #DelhiDecides","बैक तो नॉर्मल राउटाइन , डाला चावल रोटी फोर बेदीजी #बीजेपी #आपस्वीप #डेलहिडेसाइड्स","back to normal routine, dal rice roti for BediJi #BJP #AAPSweep #DelhiDecides","back to normal routine, put rice and roti for bediji #बीजेपी #आपस्वीप #डेलहिडेसाइड्स"
. @NewsBytesApp @DrKumarVishwas Ye aapke shayari ne logon ke dimaag ka jo balatkar kiya hai ye uske liye hai kya?,. @न्यूज़बाइटसैप @द्रकुमारविश्वास ये आपके शायरी ने लोगों के दिमाग का जो बलात्कार किया है ये उसके लिए है क्या?,". @NewsBytesApp @DrKumarVishwas the poem that you wrote that brainwashed so many people, is it because of him?",. @न्यूज़बाइटसैप @द्रकुमारविश्वास Is this for the rape of people's mind by your shayari?
"aree bhai, utna toh samajh hi aajata hai","अरी भाई, उतना तोह समझ ही आजता है","oh brother, that much is understandable.","Oh, brother, you understand as much as I do."
"Sach saamne aa jaate hai
 https://www.youtube.com/watch?v=FwovF2NSDkg … …
 
 #NitishLaluSting","सच सामने आ जाते है
 एचटीटीपीएस://डब्ल्यूडब्ल्यूडब्ल्यूडब्ल्यूडब्यूडब्ल्यूडब्यूडब्यूडब्यूडब्ल्यूडब्ल्यूडब्यूडब्ल्ल्यूडब्यूडब्ल्यूडब्यूडब्ल्यूडब्ल्यूडब्ल्यूडब्ल्ल्यूडब्यूडब्यूडब्ल्यूडब्यूडब्यूडब्यूडब्ल्यूडब्ल्यूडब्यूडब्यूडब्यूडब्यूडब्ल.यूट्यूब.कॉम/वॉच?व=फ्वोव्फ२एनएसडीकेजी … …
 
 #निटिशलालस्टिंग","truth always comes out
 https://www.youtube.com/watch?v=FwovF2NSDkg … …
 
 #NitishLaluSting",the truth comes out https: / / www. youtube. com / watch? v = FwOvF2NSDKG.... #निटिशलालस्टिंग
"Location no bar, Bangalore mein mila do. Ayye @MeetUunngLee mujhe bhi le chal","लोकेशन नो बार, बैंगलोर में मिला दो. आय्ये @मीटूँगली मुझे भी ले चल","location no bar, arrange meeting in banglore.  hey @MeetUunngLee, take me along","location no bar, get it in bangalore. come @मीटूँगली take me too"
.@ManUtd Bhaichung Bhutia,.@मनुत्द भाईचुंग भूटिया,.@ManUtd bhaichung bhutia,. @मनुत्द Bhaichung Bhutia
"Dil se nikli hai duaa, enough of this Gerua.","दिल से निकली है दुआ, एनाउघ ओएफ थिस गेरुआ।","from heart came this wish, enough of this gerua.","Prayer has come out of the heart, anaugh of this gerua."
"""Waise Kejriwal itna bhi bura nahi hai.. kuch to kia hi hai usne""
Me:pic.twitter.com/zsPRQtBNXX","""वैसे केजरीवाल इतना भी बुरा नही है.. कुच तो किया ही है उसने""
मे:पिक.ट्विटर.कॉम/जेएसपीआरक्सएक्सएक्स","""by the way, kejriwal is not that bad, he has done something""
Me:pic.twitter.com/zsPRQtBNXX","""By the way Kejriwal is not so bad.. he has done something"": पिक.ट्विटर.कॉम/जेएसपीआरक्सएक्सएक्स"
lo @HuffPostIndia ab to Reema ne bhi bil diya,लो @हफपोस्टइंडिया अब तो रीमा ने भी बिल दिया,@HuffPostIndia now reema also has given a bill.,lo @हफपोस्टइंडिया now even reema gave bill
"""Mhari chhoriyan chhoron se kam hain ke?""https://twitter.com/timesofindia/status/813728641943293953 …","""म्हारी छोरियां छोरों से काम हैं के?""एचटीटीपीएस://ट्विटर.कॉम/टाइमसोफिंडिया/स्टेटस/८१३७२८६४१९४३२९३९५३ …","""are our girls lesser than the boys?""https://twitter.com/timesofindia/status/813728641943293953 …",""""" """" Are my daughters working from home? """" """" https: / / twitter. com / Timesofindia / status / 813728641943293953... """
"@someUSER i'm singing what makes you beautiful for a school performance tomorrow !  wish me luck ?  any advice ?  follow ?  lol love you ,  niall","@सोम्यूजर आई'एम सिंगिंग व्हाट मेक्स यू ब्यूटीफुल फोर आ स्कूल परफॉर्मेंस टॉमोरो !  विश मे लक ?  अन्य एडवाइस ?  फॉलो ?  लोल लव यू ,  नियाल","@someUSER i'm singing what makes you beautiful for a school performance tomorrow! wish me luck? any advice? follow? lol love you, niall.","@सोम्यूजर I'm singing what makes you beautiful for a school performance tomorrow! Wish me luck? Other advice? Follow? Lol love you, Niall"
Tata Sky ne tere se shaadi ke liye haan bol diya kya ? https://twitter.com/TweetErrant/status/769484272944177152 …,टाटा स्काई ने तेरे से शादी के लिए हाँ बोल दिया क्या ? एचटीटीपीएस://ट्विटर.कॉम/ट्वीटरेंट/स्टेटस/७६९४८४२७२९४४१७७१५२ …,did Tata Sky said yes to your marriage proposal? https://twitter.com/TweetErrant/status/769484272944177152 …,did tata sky say yes to marry you? https: / / twitter. com / twitterent / status / 769484272944177152...
degree ki maang kare  @Ra_Bies @Bookwiser,डिग्री की मांग करे  @रा_बाइस @बुकवाइजर,ask for degree @Ra_Bies @Bookwiser,Ask for a degree @रा_बाइस @बुकवाइजर
@huh_watnow aaj phir daaru pee tumne,@हुह_वाटनो आज फिर दारू पी तुमने,@huh_watnow are you drunk today again,@हुह_वाटनो you drank again today
"""Kaha tha isko, padhai pe dhyaan do!"" - parents of those who bowled to Pranav Dhanawade","""कहा था इसको, पढाई पे ध्यान दो!"" - पेरेंट्स ओएफ ठोसे व्हो बाउल्ड तो प्रणव धनावड़े","""I have told him to concentrate on studies!"" - parents of those who bowled to Pranav Dhanawade","""Where was this, pay attention to studies!"" - Parents of Thosay who bowled to Pranav Dhanawade"
bhai sahab .  .  .  guddu ne jism movie dekhli lagta hai :),भाई साहब .  .  .  गुड्डू ने जिस्म मूवी देखली लगता है :),respected brother .  .  .  it seems that guddu has seen jism movie,brother sir.. guddu has seen jism movie..
