hinglish,hinglish_dev,english,english_pred
@varungrover abhi ek gaane ke liye break le lo,@वरुणग्रोवर अभी एक गाने के लिए ब्रेक ले लो,@varungrover take a break for one song,@वरुणग्रोवर Take a break for a song now.
just abolish #TripleTalaq like sati pratha and baal - vivah. kuritiyan bhale hi dharm se judi ho pr hoti to kuriti hi h,जस्ट अबोलिश #ट्रिपलतलक लाइक सती प्रथा एंड बाल - विवाह. कुरीतियां भले ही धर्म से जुड़ी हो पीआर होती तो कुरीति ही ह,"just abolish #TripleTalaq like sati practice and child marriage. even if a bad practice is related to religion, it is still a bad practice.","Just Abolish #ट्रिपलतलक Like Sati and child marriage. Even if the crimes are related to religion, if there is PR, then it is a crime."
"@coolfunnytshirt Yaar paani ki kami hai Dilli mein aise waste na karo, Kejru case thokega tum par!","@कूलफनिटशर्ट यार पानी की कमी है दिल्ली में एआईएसई वास्ते ना करो, केजरू केस ठोकेगा तुम पर!","@coolfunnytshirt man, there is scarcity of water in delhi. please stop wasting it. kejriwal will file a case on you.","@कूलफनिटशर्ट Yaar water scarcity hai Delhi AISE nahi karo, kejru case thokhega tum!"
Kya tumne kabhi kisise pyar kiya? Aur usne tumhe dhoka diya?https://twitter.com/chintskap/status/596379389304012800 …,क्या तुमने कभी किसिसे प्यार किया? और उसने तुम्हे धोका दिया?एचटीटीपीएस://ट्विटर.कॉम/चिंतस्कप/स्टेटस/५९६३७९३८९३०४०१२८०० …,have you ever been in love with someone? and he/she betrayed you?https://twitter.com/chintskap/status/596379389304012800 …,Have you ever loved someone? And he cheated on you? HTTPS: / / Twitter.com / Chintaskop / Status / 596379389304012800...
RT @Shumyl : Internet bhi nahi chal raha . Kia manhoos Sunday hai .,आरटी @शुमाइल : इंटरनेट भी नही चल रहा . किया मनहूस संडे है ।,RT @Shumyl : internet is also not working . the sunday is ruined..,RT @शुमाइल: Internet is also not working. It is a Sunday.
@krazyfrog society ke saamne paan wala hai uska tak yahi hairstyle hai.pic.twitter.com/TFOGhCt4DW,@क्रेजीफ्रॉग सोसाइटी के सामने पान वाला है उसका तक यही हेयरस्टाइल है.पिक.ट्विटर.कॉम/टीएफओएचसीटी४द्व,Even the paan seller in sitting in front of @krazyfrog society has hairstyle pic.twitter.com/TFOGhCt4DW,@क्रेजीफ्रॉग The one with the paan in front of the society has the same hairstyle है.पिक.ट्विटर.कॉम/टीएफओएचसीटी4द्व
"Jise jiye tu main woh sama hu
#GuessTheSong","जिसे जिये टू मैं वोह समा हू
#गुएसस्थेसोंग","the moment you live is me
#GuessTheSong",The one I live for is the one I am #गुएसस्थेसोंग
guddu akela hi parade dekh raha hai ?  ?  ?  shan kaha hai bhai ?  ?  ?  ?,गुड्डू अकेला ही परदे देख रहा है ?  ?  ?  शान कहा है भाई ?  ?  ?  ?,"Is guddu wathcing the parade alone ? where is shan, brother?",Guddu is watching the screen alone??? Shaan kaha hai bhai????
"Rana Ayyub ki baddua lagi hai, bahut troll kiya the use Pakistan ki har par #IndvsSri","राना अय्यूब की बद्दुआ लगी है, बहुत ट्रोल किया थे उसे पाकिस्तान की हर पर #इंदवस्सृ","rana ayyub has cursed us, we had trolled pakistan upon losing #IndvsSri","Rana Ayyub Ki Baddua Lagi Hai, was heavily trolled on Pakistan Ki Har #इंदवस्सृ"
Time travel kaise kiya @BhayanakPuppy,टाइम ट्रैवल कैसे किया @भयानकपप्पी,How did time travel,How to time travel @भयानकपप्पी
rupee ke girne se yaad aaya sonia gandhi ke tbyat kaise hai # pappu :p,रूपी के गिरने से याद आया सोनिया गांधी के तबयत कैसे है # पप्पू :प,"just remembered after watching the rate rupee fall, how is sonia gandhi #pappu",Rupee fall reminds me of how Sonia Gandhi survives # PappuOff
@iSumitt haha @runjhunmehrotra bata do isko.. Sabse pehle Wait List mera hai,@इसुमित्त हाहा @रुंझुनमेहरोत्रा बता दो इसको.. सबसे पहले वैट लिस्ट मेरा है,@iSumitt haha @runjhunmehrotra tell him that my wait list is first.,@इसुमित्त haha @रुंझुनमेहरोत्रा tell me this.. first of all the VAT list is mine
@BinaKaheLunga waise hi aadha hai.. Aur kya bacha ukhade layak  @brownbrumby,@बिनाकहेलुंगा वैसे ही आधा है.. और क्या बचा उखड़े लायक  @ब्राउनब्रम्बी,@BinaKaheLunga its already half. what's left for removal @brownbrumby,@बिनाकहेलुंगा is half as good.. and what's left is worth uprooting @ब्राउनब्रम्बी
"@clued_up_chic haan, aur woh ghisne wali cheez bhi le aana. Scotch Brite. Khatam hogaya hai","@क्लूड_उप_चिक हाँ, और वोह घिसने वाली चीज भी ले आना. स्कॉच ब्राइट. खतम होगया है","@ Clued_up_chick yeah, and bring that rubbish thing too. Scotch Brite. Is over","@क्लूड_उप_चिक Yes, and also get that abrasive. Scotch bright. Gone."
@PriyancaBajaj achcha hua tumne pehle nahi bola.. Itne RTs nahi milte ,@प्रियंकाबाजाज अच्छा हुआ तुमने पहले नही बोला.. इतने आरटीएस नही मिलते,) @RiddhiDhebri,@प्रियंकाबाजाज Good you didn't say it earlier.. don't get that many RTS's
@someUSER happy 20th birthday nick j !  hope it's one of the best !  you've accomplished so much already .  .  .  and so much more to come .  love you !,@सोम्यूजर हैपी २०थ बर्थडे निक ज !  होप इट'एस ओने ओएफ थे बेस्ट !  यू'वे एकंप्लिश्ड सो मुच अलरेडी .  .  .  एंड सो मुच मोरे तो कोम .  लव यू !,@someUSER happy 20th birthday nick j!  hope it's one of the best! you've accomplished so much already and so much more to come.  love you!,@सोम्यूजर Happy 20th Birthday Nick! Hope it's the best! You've accomplished so much already... and so much more to come. Love you!
@friendlii_ghost aansu aavi gaya,@फ्रेंडली_घोस्ट आंसू आवी गया,@friendlii_ghost made me cry,@फ्रेंडली_घोस्ट Tears came out.
@Ra_Bies Sir pootna theek hai ya nahi,@रा_बाइस सिर पूतना ठीक है या नही,@Ra_Bies sir is it right to pee here,@रा_बाइस Whether or not it's okay to shave your head
Ek joke aapko jokhim mein daal sakta hai.,एक जोक आपको जोखिम में डाल सकता है।,one joke can put you at risk.,A joke can put you at risk.
@Dishasatra ye kya hai?,@दिशासत्र ये क्या है?,@Dishasatra what is this?,@दिशासत्र What is this?
Bhai @ShashiTharoor bhabhi ko nahi maarna chahiye thahttps://twitter.com/firstpost/status/620571052364529665 …,भाई @शशितरूर भाभी को नही मारना चाहिए ठहटप्स://ट्विटर.कॉम/फर्स्टपोस्ट/स्टेटस/६२०५७१०५२३६४५२९६६५ …,brother @ShashiTharoor you shouldn't have beaten sister-in-law https://twitter.com/firstpost/status/620571052364529665 …,Brother @शशितरूर should not kill sister-in-law Thumps: / / twitter.com / firstpost / status / 620571052364529665...
kachua sir maths aur english dono pdate hai  ?  =p,कछुआ सिर मैथ्स और इंग्लिश डोनो पड़ते है  ?  =प,does kachua sir teaches both maths and english?,Does the turtle head have to do maths and English? = P
chalo km se km ab to pak ke patake use ho gae honge,चलो केएम से केएम अब तो पाक के पटके उसे हो गे होंगे,-),Let's go from KM to KM now so Pak's patakas will be his
"lol ..true story !waise ,aaj kal ke baccho ko padha ke sar mein dard hi hota hai :/","लोल ..ट्रू स्टोरी !वैसे ,आज कल के बच्चो को पढ़ा के सर में दर्द ही होता है :/",lol... true story! teaching the kids of this generation gives me headache :/,"Lol.. True story! By the way, kids these days get headaches from reading: /"
"@perky_girl16 Ye nahi hota, tumhara case thoda psychotic lagta hai","@पर्की_गर्ल१६ ये नही होता, तुम्हारा केस थोड़ा साइकोटिक लगता है","@perrky_girl16 this doesn't happen, your case seems a bit psychotic","@पर्की_गर्ल16 It doesn't, your case seems a bit psychotic."
"NoteBandi fail Hai ...aisa bola to #Congress "" UP "" UK "" Goa haar baithee","नोटबंदी फैल है ...एआईएसए बोला तो #कांग्रेस "" उप "" उक "" गोआ हार बैठी","if you are saying that demonitization is a fail #Congress has failed in UP, UK and Goa ","Demonetisation has spread... AISA said so #कांग्रेस ""Up"" uk ""Goa lost"
Yahan kharaab karne ko rakha kya hai?,यहां खराब करने को रखा क्या है?,what is there to lose here?,What's the harm here?
mummy ko pta hota tha ye sab .  .  .,मम्मी को पता होता था ये सब .  .  ।,mummy must know this..,My mother knew all this.
".@mahnoor aap farishte hain, aap se galti ho hi nahi sakti.",".@महनूर आप फरिश्ते हैं, आप से गलती हो ही नही सकती।","@mahnoor you are god, you can't possibly make any mistakes",". @महनूर You are an angel, you cannot be mistaken."
@BeingReva matlab aap Bhopal se cross hue aur mile bhi nahi >.<,@बेइंगरेवा मतलब आप भोपाल से क्रॉस हुए और मिले भी नही >.<,@BeingReva you just crossed bhopal and haven't met me,@बेइंगरेवा means you crossed from Bhopal and didn't even meet >. <
"wapas bulao use, mumbai ke theke loss me jaa rahe hai @VikrantShanbhag","वापस बुलाओ उसे, मुंबई के ठेके लॉस मे जा रहे है @विक्रांतशानभाग","call him back, the mumbai stores are in losses @VikrantShanbhag","Call him back, Mumbai contracts are running at a loss @विक्रांतशानभाग"
ar hum utne me hi khush .  .  .,आर हम उतने मे ही खुश .  .  ।,and we are happy with this much.,And we are so happy.
Just one thing: #TripleTalaq ho ya #RamMandir #congress and #KapilSibal hamesha andho k hi paksh me dalil dete h like #JNU rahul gandhi #kanahiya k sath tha,जस्ट ओने थिंग: #ट्रिपलतलक हो या #राममंदिर #कांग्रेस एंड #कपिल्सिबल हमेशा अंधों के ही पक्ष मे दलील देते ह लाइक #जेएनयू राहुल गांधी #कनहिया के साथ था,"Just one Thing: #TripleTalk or #RamMandir #Congress & #Kapilasibal always pleaded with the blind side, wrote # Janu Rahul Gandhi with #Kanahiya",Just One Thing: Be it #ट्रिपलतलक or #राममंदिर #कांग्रेस and #कपिल्सिबल always argued in favour of the blind.
dosti vo hai jo zindgi bhar rhe .  .  .  . kiran ne aaj dosti shabd ko badnaam kiya hai .  .  .  .,दोस्ती वो है जो जिंदगी भर रहे .  .  .  . किरण ने आज दोस्ती शब्द को बदनाम किया है .  .  .  ।,friendship is something that remains lifelong. today kiran has insulted the word friendship.,Dosti is that which lasts a lifetime... Kiran has defamed the word Dosti today...
"slap shot: nash ,  back from injury ,  skates for davos: rick nash of the new york rangers returned to action in switzerland on tuesday . ","स्लैप शॉट: नाश ,  बैक फ्रॉम इंजरी ,  स्केट्स फोर दावोस: रिक नाश ओएफ थे न्यू यॉर्क रेंजर्स रिटर्न्ड तो एक्शन इन स्विट्जरलैंड ओन ट्यूजडे ।","slap shot: nash ,  back from injury ,  skates for davos: rick nash of the new york rangers returned to action in switzerland on tuesday .","Slap Shot: Nash, Back from Injury, Skates Four Davos: Rick Nash was the New York Rangers returnee in action in Switzerland on Tuesday."
"Airtel 4G girl : "" Abhi mai holiday pe hu aur yaha 4G hona ka koi chance nahi*Guy plays video*Girl : Wow . Yaha bhi . Boy : Vodafone ka hai .","एयरटेल ४जी गर्ल : "" अभी मई हॉलिडे पे हू और याहा ४जी होना का कोई चांस नही*गाय प्लेस वीडियो*गर्ल : वो . याहा भी . बॉय : वोडाफोन का है ।","Airtel 4G girl: "" Currently I am on holiday and there is no chance of 4G coverage here."" *Guy plays video* Girl : Wow. Here too. Boy: It is Vodafone's.","Airtel 4G Girl: ""Abhi may holiday pe hoon aur yaha 4G koi chance nahi * Guy Place Video * Girl: Wo."
Barish ke kya chances hain.,बारिश के क्या चांस हैं।,What are the chances of rain?,What are the chances of rain?
@Retributions hum bhi videsh yatra par jayenge,@रिट्रीब्यूशंस हम भी विदेश यात्रा पर जाएंगे,@Retributions we will also be traveling abroad,@रिट्रीब्यूशंस We will also go on a trip abroad.
@amitrawat39 @ggiittiikkaa Photoshop hai yar itna to samjho,@अमित्रवत३९ @ज्ञित्तिइक्का फोटोशॉप है यार इतना तो समझो,@amitrawat39 @ggiittiikkaa Atleast understand that its photoshop.,"@अमित्रवत39 @ज्ञित्तिइक्का is Photoshop, man."
agar izzat nahi rahi to ucchalo bhi mat yaar ( y ),अगर इज्जत नही रही तो उछलो भी मत यार ( य ),"i there is no respect left, then don't even do it dude","If there is no respect, don't even jump, man."
"miya suna h uttam nagar me aap ki daru pakdi gayi h ,mood kharab ho gaya be ,,,,","मिया सुना ह उत्तम नगर मे आप की दारू पकड़ी गयी ह ,मूड खराब हो गया बे ,,,,","i have heard that your liquior was caught in uttam nagar, this news ruined my mood","Mia, I hear you've been caught drunk in the best city, the mood is bad,"
Maine kya bigada hai tumhara?,मैने क्या बिगड़ा है तुम्हारा?,What harm have I done to you?,What have I done to you?
"@India_Logitech Me Sneeeezes

Mom: Pata nahi kiski nazar lag gayee mere bachche ko

#MyMomsLogic","@इंडिया_लॉजिटेक मे स्नीज़

मोम: पता नही किसकी नज़र लग गयी मेरे बच्चे को

#मायमोमस्लोजिक","""@India_Logitech Me Sneezes, Mom: I do not know who has cursed my child #MyMomsLogic""",@इंडिया_लॉजिटेक Me Sneeze Mom: I don't know who got my baby's eye #मायमोमस्लोजिक
"Ab karo #surgicalstrike & do the show - off .. Modi Modi karne se kuchh nahi hoga "" jawan marte rahenge & ye bhaio behno karte rahenge","अब करो #सर्जिकलस्ट्राइक & दो थे शो - आफ .. मोदी मोदी करने से कुछ नही होगा "" जवान मारते रहेंगे & ये भाइओ बहनों करते रहेंगे","now do #surgicalstrike and do the show off .. chanting Modi Modi is of no use "" soldiers will keep on dying and they will keep on telling thaw we are brothers and sisters","Ab karo #सर्जिकलस्ट्राइक & doon thay show-off.. Modi Modi karne se kuch nahi hoga ""Jawans will keep killing & these brothers and sisters will keep doing"
"Nahi aunty, woh to @MeetUunngLee hai","नही आंटी, वोह तो @मीटूँगली है",no aunty that is @MeetUunngLee,"No Aunty, that's @मीटूँगली"
Kamal karte ho bajrangi bhaiya itna intzar ,कमल करते हो बजरंगी भैया इतना इंतजार,-),Kamal karte ho Bajrangi bhaiya so much waiting.
Gujarat Lions aaj jeetega.,गुजरात लायंस आज जीतेगा।,today gujarat lions will win.,Gujarat Lions will win today.
Ab ye khabar kaun faila raha hai ki Gujrat election ke baad sabke khaate mein 1-1 #BitCoin #NarendraModi ji dalwane wale hain ? Tab tak 1 bitcoin #ERROR ! # 15 lakh ho jaayega 0 ,अब ये खबर कौन फैला रहा है की गुजरात इलेक्शन के बाद सबके खाते में १-१ #बिटकॉइन #नरेंद्रमोदी जी डलवाने वाले हैं ? तब तक १ बिटकॉइन #एरर ! # १५ लाख हो जाएगा ०,),"Now who is spreading the news that after the Gujarat elections, everyone is going to get 1 - 1 #बिटकॉइन #नरेंद्रमोदी G in their account? By then 1 Bitcoin #एरर! # 15 lakhs will be 0"
warna teacher dhulaai karta aur fir kehta nexxttt .  .  .  .  .  :p :d,वारना टीचर धुलाई करता और फिर कहता नेक्सक्स्टट .  .  .  .  .  :प :डी,otherwise teacher would have thrased me and then would have said next.,Warna teacher washes and then says nexxtut.....: p:
@_swapneal office ko kaam ... too much work load ðŸ˜°,@_स्वप्नील ऑफिस को काम ... टू मुच वर्क लोड ðÿ˜°,@_swapneal work at office. too much work load,@_स्वप्नील Work to office... Too much workload ð ̃ ̃ °
kab admission form bat raha hai :p,कब एडमिशन फॉर्म बात रहा है :प,when are you giving out admission forms.,When is the admission form talking: P
" "" did you see that andy carroll header ?  what technique !  ""   "" c'mon !  that's not technique .  technique is passing the ball 5 yards 50 times .  "" ",""" डिड यू सी थाट एंडी कैरोल हेडर ?  व्हाट तकनीक !  ""   "" सी'मोन !  थाट'एस नोट तकनीक .  तकनीक इस पासिंग थे बाल ५ यार्ड्स ५० टाइम्स .  """," "" did you see that andy carroll header ?  what was that technique! come on!  that's not a technique. technique is passing the ball 5 yards 50 times."" ","""Did you see that Andy Carroll header? What a technique!"" ""C'mon! That's not a technique. Technique was this passing ball 5 yards 50 times."""
Abhi abhi gym ke baad beer pee aur pizza khaya..,अभी अभी जिम के बाद बीर पी और पिज्जा खाया..,just now drank beer and ate pizza after gym,Just had beer and pizza after gym.
"Deja Vu hoha tujhe.
""Dekhte hai"" :P","देजा वू होहा तुझे.
""देखते है"" :प",you have experienced deja vu. “let’s see”,"Deja vu hoaha tujhe. ""See."": P"
"Dear @ashutosh83b don't share any credits, it was all because of Kejriwal. Tumhare naam par ek kutta bhi vote nahi karta.","डियर @आशुतोष८३बी दोन'टी शेयर अन्य क्रेडिट, इट वास अल्ल बेकाउस ओएफ केजरीवाल. तुम्हारे नाम पर एक कुत्ता भी वोट नही करता।","Dear @ashutosh83b Don't share any credits, it was all becuase of Kejriwal. Even a dog will not vote for your name.","Dear @आशुतोष83बी Do T share other credit, it was not Bekaus of Kejriwal. Not even a dog voted in your name."
"Rote huwe aate hai SAB.
#Deep","रोते हुवे आते है सब.
#दीप",everyone cries while coming #Deep,Everyone comes crying. #दीप
"badi badi baatein , allegations lgaate , economy ki haalat khrab krte , conditions lgaate , fir patli gali se bhaag jaate","बड़ी बड़ी बातें , एलीगेशंस लगाते , इकोनॉमी की हालत खराब करते , कंडीशंस लगाते , फिर पतली गली से भाग जाते","big words, fixing the economy, worsening the economy, putting conditions, then running away from the thin lane","Big things, allusions, economy woes, conditions, then run away down the street."
Kay baat hai bhai jaan....,के बात है भाई जान....,what's the matter brother,What about brother?
shayadi ke bare me aapka kya khayal h. aap shyadi karoge ya fhir kaware rahoge. muje bahut badi tanson ho rahi h.,शायदी के बारे मे आपका क्या खयाल ह. आप श्यादी करोगे या फ्हिर कावरे रहोगे. मुजे बहुत बड़ी टैनसन हो रही ह।,what about your marriage will you marry someone or remain single forever i am having lot of tension,What do you think about the possibility that you will die or die. I'm getting a lot of tension.
"""Viru: Yaad hai jab 2003 me aapke over me Sachin ne 20 runs maare the
Shoaib: Aapko mera kuch acha bhi yaad hai"" ROFLCOPTER #IndvsAus","""वीरू: याद है जब २००३ मे आपके ओवर मे सचिन ने २० रन्स मारे थे
शोएब: आपको मेरा कुच अचा भी याद है"" रोफलकॉप्टर #इंडवसॉस",Viru: Remember in 2003 Sachin scored 20 runs in your over. Shoaib: Do you even remember my good moments? ROFLCOPTER #IndvsAus,"""Viru: Remember when Sachin hit 20 runs in your over in 2003 Shoaib: You also remember my kuch acha"" Roelflopter #इंडवसॉस"
"Mai shayar toh nahi, magar ayye haseen.
Jab se dekha maine tujhko, mujhko... tatti aagayi.","मई शायर तोह नही, मगर आय्ये हसीन.
जब से देखा मैने तुझको, मुझको... टट्टी आगयी.","i am not a poet, but my dear.
the moment I saw you, shit came.","Mai shayar toh nahi, lekin aaye haseen. Since I saw you, mujhko... tatti aagayi."
Aap shadi kab karoge yaar :(,आप शादी कब करोगे यार :(,"dear, when will you marry? ",When are you getting married?:)
"Lol, ye hota hai!","लोल, ये होता है!",what is the meaning of lol?,"Lol, it happens!"
Parampara Pratishtha aur Anusha Shan. Sab party main a rahe hain.,परंपरा प्रतिष्ठा और अनुषा शान. सब पार्टी मैं आ रहे हैं।,parampara pratishtha aur anusha shan. all are coming to the party.,Parampara Pratishtha and Anusha Shan. Everyone is coming to the party.
"@twinitisha kyunki main gareeb hu aur tum ameer sirf issi baat ke liye, aa gale lag jaa :D","@ट्विनिटिशा क्यूंकि मैं गरीब हू और तुम अमीर सिर्फ इस्सी बात के लिए, आ गले लग जा :डी","@Twenitisha because I'm poor and you rich are just for this, come hug me: D","@ट्विनिटिशा Because I'm poor and you're rich just for that matter, come and hug me: D"
@Atheist_Krishna police bhej di hai maine @tweeting_palpic.twitter.com/eOSun2fLD8,@एथीस्ट_कृष्ण पुलिस भेज दी है मैने @ट्वीटिंग_पाल्पिक.ट्विटर.कॉम/इयोसुन२फ्ल्ड८,@Atheist_Krishna i've called the police @tweeting_palpic.twitter.com/eOSun2fLD8,@एथीस्ट_कृष्ण I have sent the police @ ट्वीटिंग_पाल्पिक.ट्विटर.कॉम/इयोसुन2फ्ल्ड8
@maggi_nnn haha aapan marathi? Aani mi aaz mood madhe,@मग्गी_नन हाहा आपन मराठी? आनी मी आज़ मूड मढ़े,@maggi_nnn (laughs) me marathi? today I am in mood,@मग्गी_नन Haha aapne Marathi? Aani mein aaj mood mein.
@RubikaLiyaquat ji please @AkhileshPSingh se poochiye ki agar jents ki proof Karna hoga ki usne #tripletalaq nahi Diya hai to PHIr case hi khatam ho jata hai ...??? Please ask .....,@रुबिकलियाकत जी प्लीज @अखिलेशपसिंह से पूछिए की अगर जेंट्स की प्रूफ करना होगा की उसने #ट्रिपलतलक नही दिया है तो फिर केस ही खतम हो जाता है ...??? प्लीज आस्क .....,@RubikaLiyaquat ji please ask @AkhileshPSingh if  he want to proof #tripletalaq is not given then phlr case is closed?please ask ,@रुबिकलियाकत G Please ask @अखिलेशपसिंह if Gents has to be proofed that he has not given #ट्रिपलतलक then the case is over...??? Please ask.....
#ICYMI GST to be renamed Rajiv Maal aur Seva Lagaan http://www.theunrealtimes.com/2016/03/17/gst-to-be-renamed-rajiv-maal-aur-seva-lagaan/ … via @leftsound,#आईसीआईएमआई जीएसटी तो बे रिनेम्ड राजीव माल और सेवा लगान एचटीटीपी://डब्ल्यूडब्ल्यूडब्ल्यूडब्ल्यूडब्यूडब्ल्यूडब्यूडब्यूडब्यूडब्ल्यूडब्ल्यूडब्यूडब्ल्ल्यूडब्यूडब्ल्यूडब्यूडब्ल्यूडब्ल्यूडब्ल्यूडब्ल्ल्यूडब्यूडब्यूडब्ल्यूडब्यूडब्यूडब्यूडब्ल्यूडब्ल्यूडब्यूडब्यूडब्यूडब्यूडब्ल.थ्यूनरियलटाइम्स.कॉम/२०१६/०३/१७/जीएसटी-तो-बे-रिनेम्ड-राजीव-माल-और-सेवा-लगान/ … विया @लेफ्टसाउंड,#ICYMI goods and services tax to be renamed rajiv goods and services tax http://www.theunrealtimes.com/2016/03/17/gst-to-be-renamed-rajiv-maal-aur-seva-lagaan/ … via @leftsound,#आईसीआईएमआई GST to be renamed Rajiv Goods and Services Tax @लेफ्टसाउंड
@huh_watnow koi bhi bhej do color screen wala,@हुह_वाटनो कोई भी भेज दो कलर स्क्रीन वाला,@huh_watnow send me any colour screen,@हुह_वाटनो Send any two-color screen
"bas kar bhai, rulayega kya? @ShaliniGoel11","बस कर भाई, रुलाएगा क्या? @शालिनीगोएल११","stop it man, are you planning to make me cry? @ShaliniGoel11","Just do it brother, will you cry? @शालिनीगोएल11"
hum bajarng bali k bhakt h or hum kbi juth nhi bolte .....kyo bhai ...,हम बजरंग बाली के भक्त ह ओर हम केबीआई जुथ नही बोलते .....क्यो भाई ...,i am a devotee of lord hanuman and i never speak lies. why brother?,We are devotees of Bajrang Bali and we do not speak KBI Juth...................................................................................................................................................................................................................................................
"Do waqt ki roti, aur ek waqt ke momos.","दो वक्त की रोटी, और एक वक्त के मोमोस।",Two times chapathi and one time momos daily,"Two times the bread, and one time the momos."
hadh hai! @gsforever22,हड़ है! @जीएसफोरेवर२२,Enough is enough! @gsforever22,It's a flood! @जीएसफोरेवर22
@Babu_Bhaiyaa @KyaUkhaadLega Sir hamara kya hoga hum bhii na haar jaaen kahi,@बाबू_भैया @क्यौखादलेगा सिर हमारा क्या होगा हम भी ना हार जाएं कही,@Babu_Bhaiyaa @KyaUkhaadLega ,@बाबू_भैया @क्यौखादलेगा What will happen to us?
chhod aaye hum woh fart wahan.,छोड़ आये हम वोह फार्ट वाहन।,i have left that fart there,We left the vehicle.
"Hum Tum ek kamre mein bandh ho aur chaabi kho jaaye.

Bhai, kamra andar se bandh hoga toh chaabi ki kya zaroorat? Kya lena dena?","हम तुम एक कमरे में बांध हो और चाबी खो जाए.

भाई, कमरा अंदर से बांध होगा तोह चाबी की क्या ज़रूरत? क्या लेना देना?",i and get locked inside a room and it's locks key gets lost brother if the door is locked from inside then what is the requiremet of key?,"We'll tie you up in a room and lose the key. Brother, the room will be tied up inside. What's the need for the key? What's the deal?"
book seller ki shop pe bhi guddu ki hi photo latki hui h .  .  .  .  . :-):-p:-d,बुक सेलर की शॉप पे भी गुड्डू की ही फोटो लटकी हुई ह .  .  .  .  . :-):-प:-डी,Even at book seller's shop Guddu's photo is hanged.,Guddu's photo is also hanging on the bookseller's shop....: -): -P: -D
Gaaliyo pe kiska copyright hota hai bhala.,गालियो पे किसका कॉपीराइट होता है भाला।,Who have copyright on abusive words?,Whose copyright is on the Galio javelin.
ji internet ke paise na kate kuch aisa karwa do :-) :-) :-),जी इंटरनेट के पैसे ना काटे कुच एआईएसए करवा दो :-) :-) :-),do something such that my money is not deducted for using it,Gee don't cut the internet money but get AISA done: -): -): -)
le bhai ye use cc karde..pic.twitter.com/jygNepgn2Z,ले भाई ये उसे सीसी करदे..पिक.ट्विटर.कॉम/ज्यग्नेपगन२ज़,cc this brother ..pic.twitter.com/jygNepgn2Z,Le bhaiya ye him cc karte.. pic. twitter. com / jjnepgan2z
westbound into the u . s . - ongoing bridge inspection- construction - may be delays - eastbound into canada- trucks 20 minute delay-cars clear,वेस्टबाउंड इंटो थे उ . एस . - ओंगोइंग ब्रिज इंस्पेक्शन- कंस्ट्रक्शन - मे बे डिलेज - ईस्टबाउंड इंटो कनाडा- ट्रक्स २० मिनिट डिले-कार्स क्लियर,westbound into the united states is going a construction of a bridge inspection. it may results in delays to eastbound into canada. trucks are 20 minute delayed. clear for cars,Westbound Into Thee US - Ongoing Bridge Inspection - Construction - May Bay Deluge - Eastbound Into Canada - Trucks 20 minutes Delay - Cars Clear
"@someUSER did you greet josh bradley last sunday ,his bday ?i hope .i love your loveteam !","@सोम्यूजर डिड यू ग्रीट जोश ब्रैडली लास्ट संडे ,हिस बडे ?आई होप .आई लव यूर लवटीम !","@someUSER did you greet josh bradley last sunday ,did you wish him his birthday?i hope you did.i love your loveteam!","@सोम्यूजर Did You Greet Josh Bradley Last Sunday, His Brother?"
"LOL, phenk deta to bechare ka phir kat jaata bill, isiliye lauta diya chup chaap. #EkBhaiKeLiye","लोल, फेंक देता तो बेचारे का फिर कट जाता बिल, इसीलिए लौटा दिया चुप छाप. #एकभैकेलिए","Lol, if you threw it, he would had a breakup once again so i returned it to him silently .#Forabrother","Lol, if I threw it away, the poor man's bill would be cut again, so I returned the silent note. #एकभैकेलिए"
@Mad_Mommy_ Wo supari denge.. Paan mujhse le lena..,@मद_मॉमी_ वो सुपारी देंगे.. पान मुझसे ले लेना..,@Mad_Mommy_ she will give betel take paan from me,@मद_मॉमी_ They will give supari.. take paan from me..
@GaurangBhardwa1 sahi me bhai.. AC ko thanda karne ke liye bhi 2 AC lag rahe hai,@गौरांगभरद्वा१ सही मे भाई.. एसी को ठंडा करने के लिए भी २ एसी लग रहे है,"@GaurangBhardwa1literally brother, 2 acs are needed to cool an ac.",@गौरांगभरद्वा1 Right brother.. 2 ACs are required to cool the AC as well
@ashkaikini main aaj ki baat nahi kar raha. God.,@अश्कैकिनी मैं आज की बात नही कर रहा. गोद।,"@ashkaikini, I am not talking about Today. God.",@अश्कैकिनी I'm not talking about today.
guddu k papa ko bolo ki dono ko pakad k rkhe warna guddu ki mummy market se kuch mangwaaegi guddu se aur fir indian team k batsmen out .  .  .  . :-p,गुड्डू के पापा को बोलो की डोनो को पकड़ के रखे वारना गुड्डू की मम्मी मार्केट से कुच मंगवाएगी गुड्डू से और फिर इंडियन टीम के बैट्समैन आउट .  .  .  . :-प,tell guddu's father to hold both of them otherwise guddu's mother will send guddu to bring something from market and then indian team's batsmen will get out . . . . ,"Tell Guddu's father to hold Dono, Warna Guddu's mother will beat Guddu from the market and then the batsmen of the Indian team will be out....: -P"
